GENE_SYMBOL,Log_FoldChange,absLogFC,logCPM,PValue,FDR_adjusted_P.value
MPPED1,-1.217,1.217,-2.699,0.139486346,0.231093613
LINC00922,-1.217,1.217,-3.492,0.283853854,0.402880096
RHCE,1.216,1.216,-0.837,2.52157E-05,0.000160122
LOC101929583,1.216,1.216,-1.324,9.78563E-05,0.000520697
C5orf17,1.216,1.216,-0.88,0.000424156,0.001850654
XKR5,1.216,1.216,-1.868,0.000864369,0.003385823
ADAMTS9,1.216,1.216,-1.376,0.010323215,0.027280029
LOC388282,1.215,1.215,-2.125,0.001575123,0.005634169
NDST2,1.214,1.214,-0.513,0.000462303,0.001991595
LOC102723557,1.214,1.214,-2.89,0.046686903,0.096170145
TJP2,1.214,1.214,1.25,0.225245588,0.336802852
LUZP6,-1.214,1.214,-2.515,0.285745716,0.405003003
PTGDR2,1.213,1.213,-2.072,0.001431298,0.00520834
ADGRG2,1.212,1.212,-0.373,9.92533E-06,7.04451E-05
RNU11,1.212,1.212,2.746,0.000107985,0.000567609
ADRA1A,1.212,1.212,-3.205,0.042814125,0.089629123
ZNF728,-1.212,1.212,-3.448,0.235104646,0.348096992
IL22RA1,1.211,1.211,2.669,1.3322E-07,1.4952E-06
ADORA2A,1.21,1.21,-2.564,0.022538389,0.052651998
LINC01164,1.21,1.21,-3.724,0.209883257,0.318762459
APOA1,-1.21,1.21,-1.989,0.216653432,0.326650287
PATL1,1.208,1.208,4.258,1.94351E-17,9.86761E-16
TBC1D3B,1.208,1.208,-2.864,0.010992157,0.028781309
HFM1,1.208,1.208,-2.033,0.014518546,0.036441372
ITGA11,1.207,1.207,0.799,1.29456E-09,2.11761E-08
SNORA15,1.207,1.207,-2.894,0.068323951,0.130675366
IFITM3,1.206,1.206,8.026,1.61489E-12,4.16537E-11
GCH1,1.206,1.206,3.024,3.46579E-09,5.26221E-08
RNVU1-6,1.205,1.205,2.29,9.77728E-05,0.000520375
SCX,1.205,1.205,-2.226,0.020391522,0.048416142
RPL23AP87,1.205,1.205,-3.075,0.050809664,0.102891057
MIR1296,1.205,1.205,-3.308,0.122475844,0.208060927
LINC02201,1.205,1.205,-3.689,0.416218302,0.539696878
FOXA1,1.204,1.204,3.753,5.18617E-14,1.65223E-12
LOC101926892,1.204,1.204,-0.978,4.8161E-06,3.74952E-05
GCNT7,1.204,1.204,-1.768,0.000279079,0.001288657
LINC00051,1.204,1.204,-2.682,0.030498944,0.067818314
FBP1,1.204,1.204,-3.005,0.059774024,0.11705731
C22orf31,1.204,1.204,-3.456,0.121439366,0.206706087
LINC01499,1.203,1.203,-2.804,0.01426332,0.035876827
LINC00462,1.203,1.203,-3.205,0.085867893,0.156718433
MAPT,1.202,1.202,-1.008,0.001583816,0.005658067
OR2A42,1.202,1.202,-3.527,0.062381404,0.121321448
MIR4479,1.202,1.202,-3.583,0.16337047,0.261793147
AIFM2,1.201,1.201,2.356,1.27837E-12,3.35117E-11
GHRLOS,1.201,1.201,-0.33,1.15323E-05,8.06039E-05
TXK,1.201,1.201,-2.182,0.002399929,0.008034391
SLC25A34,1.201,1.201,-0.46,0.002670861,0.008778751
LPAL2,1.201,1.201,-2.3,0.0385736,0.08211219
LOC100133286,1.201,1.201,-1.364,0.042820747,0.089634643
HAO2,1.201,1.201,-3.675,0.243731225,0.357886166
ZPLD1,1.2,1.2,1.844,1.04222E-10,2.04731E-09
LINC00624,1.2,1.2,-0.675,8.39359E-05,0.000456342
MUC1,1.2,1.2,-0.544,0.000628812,0.002593187
SLCO1B7,1.2,1.2,-3.131,0.027335019,0.061921568
LINC02181,1.2,1.2,-3.078,0.042204919,0.088568114
DNAJA4,1.199,1.199,2.81,3.4938E-11,7.46274E-10
ZMAT1,1.199,1.199,-2.715,0.004117999,0.012661933
CDH9,1.199,1.199,-3.058,0.042625545,0.089284201
LINC02356,1.199,1.199,-3.451,0.112165155,0.194152584
TMEM266,1.198,1.198,-0.493,5.70048E-06,4.34872E-05
LAMA2,1.198,1.198,0.995,1.98069E-05,0.000129845
LOC107987491,1.198,1.198,-3.71,0.305356362,0.426685089
LOC400002,1.197,1.197,-0.198,6.1066E-08,7.41228E-07
PKD1L2,1.197,1.197,-0.448,9.12727E-06,6.53375E-05
RIPOR2,1.197,1.197,-0.374,1.09237E-05,7.6828E-05
CHN2,1.197,1.197,-2.163,0.008294788,0.022722971
LOC100287792,1.197,1.197,-2.357,0.010764956,0.028262564
LINC00304,1.197,1.197,-2.88,0.019539011,0.046722459
KLHL34,1.197,1.197,-3.43,0.087703774,0.159263143
LINC01527,-1.197,1.197,-2.973,0.135543124,0.225674435
DUX4,1.197,1.197,-3.71,0.30536857,0.426685089
GJC2,1.196,1.196,-0.967,4.95413E-06,3.84103E-05
LINC02023,1.196,1.196,-3.004,0.032448224,0.071272016
NECAB2,1.196,1.196,-3.227,0.114103805,0.196811563
WNT6,1.196,1.196,-3.737,0.21786146,0.328119724
MIR6826,-1.196,1.196,-3.535,0.446104535,0.568486301
LOC101927356,1.195,1.195,0.835,3.97986E-09,5.99565E-08
EML6,1.195,1.195,1.463,2.40192E-08,3.1593E-07
NMUR1,1.195,1.195,-1.365,1.6577E-05,0.000110967
RHOJ,1.195,1.195,-0.743,0.00044946,0.001941849
MIR5009,1.195,1.195,-3.634,0.218039257,0.328211683
FBXO6,1.194,1.194,3.88,6.81842E-10,1.1627E-08
LOC100130705,1.194,1.194,-0.604,9.68756E-05,0.000516333
SNURF,1.194,1.194,-2.942,0.074663761,0.140201812
SPATA13,-1.194,1.194,-3.507,0.504679911,0.622459789
ATP2B1-AS1,1.193,1.193,-1.498,0.000777741,0.003099389
FAM90A1,1.193,1.193,-2.345,0.009776294,0.026050042
SCEL-AS1,1.193,1.193,-2.879,0.054316636,0.10852712
PABPC3,1.193,1.193,-3.426,0.161489133,0.259406769
EEF1A2,-1.192,1.192,-1.685,0.120369824,0.205320649
TTC41P,1.191,1.191,-0.858,5.80309E-05,0.000331782
ERICH6,1.191,1.191,-2.066,0.007349982,0.020508099
BHMT2,1.191,1.191,-2.654,0.021432938,0.050489069
RIN1,-1.19,1.19,5.393,8.80779E-12,2.05503E-10
RBFADN,1.19,1.19,0.291,1.17218E-06,1.06181E-05
COX7A1,1.19,1.19,-1.933,0.00182202,0.006380332
SERPINB11,1.19,1.19,-2.661,0.019463852,0.046587311
SVEP1,1.189,1.189,0.641,3.20726E-07,3.33046E-06
IL18BP,1.189,1.189,0.58,1.94727E-06,1.66469E-05
LOC101927686,-1.189,1.189,-0.136,1.48361E-05,0.00010057
EPHB6,-1.189,1.189,-2.873,0.324097576,0.447242326
MRPS36,-1.189,1.189,-3.705,0.598004323,0.706164396
ZNF488,-1.188,1.188,0.954,1.43183E-06,1.27443E-05
MRAP2,-1.188,1.188,0.802,1.66367E-05,0.000111279
NEGR1,1.188,1.188,0.874,0.001846242,0.006447085
STARD6,1.188,1.188,-2.285,0.002107665,0.007215463
CTRL,1.188,1.188,-1.867,0.008970016,0.024252194
FRMPD3,1.188,1.188,-3.298,0.10623718,0.186096807
PCOLCE-AS1,-1.188,1.188,-3.018,0.235668504,0.348635772
LINC01962,1.188,1.188,-3.655,0.377659997,0.501495374
RRAGD,-1.187,1.187,0.565,4.29004E-05,0.000254864
HCG22,1.187,1.187,-3.808,0.185702929,0.289557729
MBD6,1.186,1.186,1.497,9.48893E-07,8.80103E-06
DPYSL5,-1.186,1.186,-1.609,0.265212235,0.381843143
ZNF273,1.185,1.185,1.424,4.14154E-08,5.20399E-07
LINC01443,1.185,1.185,-2.89,0.050188073,0.101907568
MIR3140,1.185,1.185,-3.158,0.066188248,0.127218088
PLEKHH1,1.184,1.184,1.703,6.0656E-10,1.04143E-08
ADGRL3,-1.184,1.184,-0.011,0.000237099,0.001118696
C4orf17,1.184,1.184,-2.09,0.006213356,0.017845845
PSPC1-AS2,1.184,1.184,-2.505,0.013229118,0.033716637
SYCP1,1.184,1.184,-2.545,0.032214653,0.07084967
LINC01886,1.184,1.184,-2.895,0.061840655,0.120467695
HID1-AS1,1.183,1.183,-3.015,0.052309138,0.105258084
LOC100130950,1.182,1.182,-0.382,0.000522291,0.002213143
FAM41C,1.182,1.182,-2.37,0.027849565,0.062909753
SNORD82,1.182,1.182,-2.951,0.056734301,0.112290382
NT5C1B,1.181,1.181,0.231,7.95313E-06,5.79656E-05
PRRC2A,1.181,1.181,-1.927,0.000495574,0.002111868
COL23A1,1.181,1.181,-1.693,0.008556685,0.023338016
CACNA1F,1.181,1.181,-1.967,0.06166688,0.120181221
CCDC154,1.181,1.181,-3.187,0.112840939,0.195024223
SEC14L6,1.18,1.18,-0.592,4.77267E-07,4.77017E-06
VSIG8,1.18,1.18,-2.325,0.008016424,0.022077317
MAP1A,-1.18,1.18,0.777,0.009044003,0.024425758
TMEM151B,1.18,1.18,-1.509,0.011776438,0.030512112
LOC730100,1.18,1.18,-3.105,0.055410809,0.110175029
TSPO2,1.18,1.18,-3.428,0.090993216,0.164360698
HLA-DMA,1.18,1.18,-3.689,0.199076096,0.305785669
LOC648987,1.179,1.179,2.281,2.06785E-08,2.75045E-07
CHGA,1.179,1.179,-2.59,0.005066235,0.015052809
LINC01545,1.179,1.179,-2.819,0.006692593,0.018984714
LOC107986898,1.179,1.179,-3.205,0.044859361,0.093113395
CSNK2A3,-1.179,1.179,-1.886,0.060056258,0.117561823
RUBCNL,1.179,1.179,-3.56,0.235743247,0.348723256
LOC101929726,-1.178,1.178,-2.305,0.097221886,0.173383655
CELF6,1.178,1.178,-3.086,0.098365152,0.175021295
MIR643,1.178,1.178,-3.585,0.299599066,0.420688113
SERPINB7,-1.177,1.177,4.33,2.43015E-06,2.0244E-05
SOCS3,1.176,1.176,4.285,1.17242E-09,1.93045E-08
LECT2,1.176,1.176,-1.875,0.001126539,0.004250649
GAS8,-1.176,1.176,0.683,0.009296137,0.024998651
LINC02206,1.176,1.176,-3.441,0.096920364,0.172996812
PDE3A,1.175,1.175,-2.837,0.028912457,0.064958443
FRMD7,1.175,1.175,-3.035,0.03707622,0.079519246
LINC02079,1.175,1.175,-3.585,0.064403049,0.124542463
FMO6P,1.175,1.175,-3.588,0.26536473,0.381989345
DISP3,1.174,1.174,0.446,0.007211565,0.020194538
CAT,-1.173,1.173,4.793,8.80666E-12,2.05503E-10
HDAC9,1.173,1.173,3.972,1.49271E-11,3.37088E-10
RNF139-AS1,1.173,1.173,0.526,6.43331E-09,9.32934E-08
NDRG1,-1.173,1.173,10.034,9.52449E-07,8.82673E-06
KRT16P3,-1.173,1.173,-0.253,0.004785903,0.014335231
RNF183,1.173,1.173,-2.232,0.018948053,0.045575832
DLX2-AS1,1.173,1.173,-2.835,0.02096865,0.049561462
UBASH3A,1.173,1.173,-2.525,0.035121342,0.07601513
CYTL1,-1.173,1.173,-3.585,0.285602029,0.404824857
STRC,1.172,1.172,-0.644,0.000440278,0.001908043
SNORA71B,1.172,1.172,0.459,0.0017757,0.006242427
KCNK12,1.172,1.172,-1.988,0.009150783,0.024669714
PRDM9,1.172,1.172,-2.541,0.030207205,0.067322678
LYPD2,-1.172,1.172,-3.552,0.519510335,0.636012761
LOC105371022,1.171,1.171,-1.705,4.77697E-05,0.000280385
SDS,1.171,1.171,-1.627,0.000423169,0.001847421
LINC01679,1.171,1.171,1.09,0.000944021,0.003651406
MIR5689HG,1.171,1.171,-2.145,0.003003619,0.00970234
CAMP,-1.171,1.171,-1.473,0.007232408,0.020242823
LOC100507657,1.171,1.171,-3.431,0.212396244,0.321849783
MIR548S,-1.171,1.171,-3.316,0.27900947,0.397786575
NR1D1,1.17,1.17,2.358,0.014323417,0.036007857
MIR4766,1.17,1.17,-3.217,0.096638799,0.172590112
FAM49A,-1.169,1.169,1.427,0.000431994,0.001877932
LOC441025,1.169,1.169,-3.074,0.054922751,0.109446488
COX7B2,1.169,1.169,-3.719,0.301387315,0.42244804
CAPS2,1.168,1.168,0.506,4.90086E-09,7.30485E-08
CBR3-AS1,1.168,1.168,1.344,1.04268E-08,1.46209E-07
MPEG1,1.168,1.168,-2.112,0.000452298,0.001952211
FXYD6,1.168,1.168,-3.208,0.142632129,0.235369175
TMEM62,1.167,1.167,4.584,1.12635E-22,9.59612E-21
LINC00441,1.167,1.167,-1.342,0.009514827,0.02549833
HSPA12B,1.167,1.167,-2.84,0.039381183,0.083578181
SORBS1,1.166,1.166,-0.588,6.36586E-06,4.78067E-05
C4orf26,1.166,1.166,-0.991,0.010652001,0.028024892
PKLR,1.166,1.166,-3.305,0.070457248,0.133901514
AKR1C3,-1.165,1.165,5.334,4.77778E-07,4.77042E-06
KCNE3,1.165,1.165,-2.058,0.000910743,0.003541568
TMEM176A,-1.165,1.165,-2.894,0.278404997,0.397126154
RASEF,1.164,1.164,2.393,5.58803E-14,1.77774E-12
RBMS2,1.164,1.164,6.767,7.62652E-14,2.38575E-12
SYNJ1,1.164,1.164,2.528,1.97226E-08,2.6342E-07
C19orf54,1.164,1.164,1.137,1.42812E-05,9.71604E-05
PCAT1,1.164,1.164,-0.882,2.96632E-05,0.000185175
EFHC2,-1.164,1.164,-0.605,0.001032062,0.003941111
HRH4,1.164,1.164,-2.144,0.002924791,0.009484487
UGT8,1.164,1.164,-2.252,0.028037798,0.063271411
TEKT4,1.164,1.164,-3.112,0.061204311,0.119434961
CACNB2,1.163,1.163,-1.308,2.38586E-05,0.000152994
NEURL1B,-1.163,1.163,4.945,2.6736E-05,0.000168775
LOC100507250,1.163,1.163,-0.879,4.02242E-05,0.000240938
TEX15,1.163,1.163,-1.723,0.073082344,0.137749776
SASH3,1.163,1.163,-2.791,0.076091224,0.142288311
LOC105372440,1.162,1.162,-2.566,0.006851127,0.019366036
RUBCN,1.161,1.161,4.762,2.13327E-14,7.06649E-13
ALOX12P2,1.161,1.161,2.119,9.26154E-10,1.54304E-08
AOC2,1.161,1.161,-0.102,1.5424E-08,2.09726E-07
PLXNC1,1.161,1.161,-0.134,3.3173E-05,0.000203749
VPS37D,-1.161,1.161,0.106,0.000175568,0.000867263
OSBPL10-AS1,1.161,1.161,-2.284,0.005295037,0.015602775
MYCBP2,1.16,1.16,5.843,3.00376E-15,1.12789E-13
SMG7,1.16,1.16,4.385,1.22953E-11,2.8219E-10
PIK3IP1,-1.16,1.16,5.18,3.28157E-05,0.00020194
SLC13A4,1.16,1.16,0.387,8.88255E-05,0.000479219
ADGRA2,1.16,1.16,-0.233,0.000129552,0.000663816
P2RX7,1.16,1.16,-0.942,0.008589132,0.023410336
MIR503,-1.16,1.16,-2.79,0.160470829,0.258158206
FAM155B,-1.16,1.16,-3.33,0.21489638,0.324694693
LINC00102,1.159,1.159,-2.467,0.022589384,0.052729158
LINC00473,1.159,1.159,-3.028,0.028546602,0.064290596
RHOXF2B,1.159,1.159,-3.275,0.073537553,0.138433767
OR5P3,1.159,1.159,-3.789,0.305414665,0.426722987
TP53INP2,1.158,1.158,2.396,2.74905E-07,2.90153E-06
PRSS48,1.158,1.158,-2.56,0.034909973,0.07565229
LMF1,1.158,1.158,-3.325,0.078960705,0.146748673
ELAVL3,1.158,1.158,-1.496,0.135060951,0.225054891
MIEF2,-1.157,1.157,3.908,1.84767E-09,2.95996E-08
PGM5P2,1.157,1.157,-0.329,7.39241E-07,7.01266E-06
LOC729652,1.157,1.157,-0.774,4.22489E-05,0.000251525
SNORD30,1.157,1.157,-3.401,0.110696772,0.192261914
CPEB2,1.156,1.156,2.192,5.21593E-13,1.44482E-11
SLC36A2,1.156,1.156,-2.099,0.002456841,0.008190198
BICRA,1.155,1.155,0.991,0.000199852,0.000967724
SCN7A,1.155,1.155,-2.163,0.02243357,0.052428912
PRC1-AS1,-1.154,1.154,-1.635,0.019052686,0.045793226
SLC35F1,1.154,1.154,-2.762,0.088987186,0.161151352
S1PR3,1.153,1.153,3.418,5.12259E-20,3.50205E-18
C19orf18,1.153,1.153,-2.207,0.000947232,0.003661334
HMGN5,1.153,1.153,-1.554,0.002057314,0.007066753
LOC107985209,1.152,1.152,-0.736,1.04501E-05,7.37505E-05
ABCB5,1.152,1.152,-2.26,0.028310441,0.063830959
MIR106B,-1.152,1.152,-3.323,0.145457574,0.238928087
VPS9D1-AS1,1.151,1.151,1.231,4.87334E-06,3.78754E-05
KLRG1,1.151,1.151,-1.185,1.04295E-05,7.36283E-05
CYP17A1-AS1,1.151,1.151,-3.648,0.177601102,0.279636261
LCE1E,-1.151,1.151,-3.182,0.36791398,0.491688725
LINC00867,-1.151,1.151,-3.532,0.486044317,0.605556349
FMO9P,1.15,1.15,-2.653,0.006914038,0.019514437
LOC101927282,1.15,1.15,-2.823,0.039742548,0.084233829
CYSLTR2,1.15,1.15,-2.028,0.073356065,0.138173069
LINC01531,1.149,1.149,-0.921,0.001232218,0.004584029
PDCD4,-1.148,1.148,5.333,1.81189E-08,2.44029E-07
LOC100130691,1.148,1.148,0.67,4.702E-07,4.70451E-06
CTSS,1.148,1.148,2.299,6.37978E-07,6.16648E-06
LINC01583,1.148,1.148,-1.634,0.018750233,0.045169354
HTR3E-AS1,1.147,1.147,-3.183,0.087143893,0.158361512
ZFHX4,1.146,1.146,0.255,2.13476E-06,1.80654E-05
MEGF11,1.146,1.146,0.117,3.05632E-05,0.000190318
HKDC1,1.146,1.146,-0.704,0.006276708,0.01800022
SCML4,1.145,1.145,-1.582,0.000195031,0.000947848
CHDH,1.145,1.145,-0.871,0.000411664,0.001804198
BCL2L10,-1.145,1.145,-0.563,0.000489826,0.002092531
RHOH,1.144,1.144,-0.703,1.43986E-06,1.28056E-05
SCN3B,1.144,1.144,-1.051,0.000486401,0.002079479
METTL21EP,1.144,1.144,-2.113,0.000910039,0.003540055
LINC01602,1.144,1.144,-3.253,0.109376076,0.190306081
UBE2E1-AS1,1.144,1.144,-3.167,0.109569264,0.190612723
TPTE2,1.144,1.144,-3.408,0.150894533,0.245944207
PKD2L1,1.144,1.144,-3.292,0.259003884,0.375331187
LINC02177,1.143,1.143,-1.115,5.90635E-05,0.000337257
NGF,-1.143,1.143,-0.271,0.001122213,0.004238593
SHC2,-1.143,1.143,-2.367,0.075734678,0.141751217
MYOM1,1.142,1.142,-1.152,0.000924435,0.003587503
KCNJ16,1.142,1.142,-2.177,0.013029006,0.033270708
LINC01541,1.142,1.142,-2.505,0.033897044,0.07388432
TULP1,1.141,1.141,-1.342,0.001036812,0.00395656
HEMGN,1.141,1.141,-2.894,0.026182865,0.059628681
DHRS3,1.14,1.14,5.596,1.57878E-16,7.01776E-15
LEAP2,1.14,1.14,-0.489,1.21401E-05,8.40688E-05
ACOXL,1.14,1.14,-0.856,0.000129058,0.000662221
FOXC2-AS1,-1.14,1.14,-2.193,0.05583013,0.110832416
RBP5,1.139,1.139,-1.02,0.000583254,0.002435676
SNTN,1.139,1.139,-2.418,0.082031088,0.151153808
KLRD1,1.138,1.138,1.071,0.000202121,0.000977449
LOC101927124,1.138,1.138,-1.164,0.000212506,0.001020864
LOC101929054,-1.138,1.138,-0.543,0.00028107,0.001297319
LOC101928401,1.138,1.138,-1.828,0.00072308,0.002911478
LOC101928438,1.138,1.138,-3.545,0.195920007,0.302152827
NPSR1,-1.138,1.138,-3.374,0.321494219,0.444577189
TP53AIP1,-1.137,1.137,2.328,4.77399E-07,4.77017E-06
CD6,1.137,1.137,-0.834,1.97308E-05,0.000129383
ASB14,1.137,1.137,-0.835,9.34303E-05,0.000500222
IL5RA,1.137,1.137,-1.501,0.019998295,0.047634134
LOC102724659,1.137,1.137,-3.145,0.084144879,0.154268452
INO80D,1.136,1.136,2.762,6.0175E-10,1.03475E-08
CSF1R,1.136,1.136,-0.665,1.13097E-05,7.92945E-05
EEPD1,-1.136,1.136,0.201,4.97825E-05,0.000290833
MIR5087,1.136,1.136,0.548,0.000878465,0.00343565
ANKRD18A,1.136,1.136,0.76,0.003284118,0.010470074
NKX6-2,1.136,1.136,-2.971,0.048779377,0.099586615
TPRG1-AS1,-1.135,1.135,-1.466,0.004846028,0.014488484
LOC100506271,-1.135,1.135,-2.357,0.027795646,0.062806878
PDE10A,1.135,1.135,-1.975,0.108994577,0.189774425
SACS-AS1,1.135,1.135,-3.578,0.158182127,0.255279644
LINC01360,1.135,1.135,-3.592,0.210403538,0.319432762
CAPN3,1.134,1.134,0.645,2.11102E-06,1.78904E-05
RNF128,-1.134,1.134,1.902,1.71595E-05,0.00011447
TRHDE-AS1,1.134,1.134,-1.602,0.000140907,0.000716058
CDH17,1.134,1.134,-2.186,0.014446021,0.036279578
PPM1E,1.134,1.134,-1.774,0.016412906,0.04039531
VPS13A-AS1,1.134,1.134,-3.167,0.105261543,0.184733351
KIZ-AS1,1.133,1.133,-1.132,0.000779763,0.003104695
GGN,1.133,1.133,-0.933,0.001092717,0.004140395
BEAN1-AS1,1.133,1.133,-3.384,0.114830746,0.197853006
B4GAT1,-1.132,1.132,3.066,5.88842E-09,8.65636E-08
TNFRSF13C,1.132,1.132,-1.615,9.3547E-05,0.000500728
MIR1255B2,1.132,1.132,-2.141,0.006187513,0.017792065
SMIM2-IT1,-1.132,1.132,-3.563,0.243227835,0.357303929
TSSK4,1.131,1.131,-0.606,1.35793E-05,9.29475E-05
LOC100506368,1.131,1.131,-2.365,0.007124645,0.020003434
MIR4449,1.131,1.131,-2.626,0.054793526,0.109251975
CYP26C1,1.131,1.131,-3.282,0.085845399,0.156698158
TRIM60,1.131,1.131,-3.635,0.241486835,0.355373062
LOC102723655,-1.131,1.131,-3.424,0.294895807,0.41535453
TMEM182,1.13,1.13,1.824,3.89876E-08,4.932E-07
MT1G,1.13,1.13,-1.022,5.88626E-05,0.000336281
LINC01307,1.13,1.13,-2.7,0.013285469,0.033806627
PTPN5,1.13,1.13,-2.942,0.060640444,0.11857123
IRF9,1.129,1.129,5.478,7.73326E-13,2.08307E-11
CNRIP1,-1.129,1.129,-1.686,0.016059294,0.039688566
LOC102723322,1.129,1.129,-2.547,0.016440514,0.040439636
TMEM233,1.129,1.129,-3.627,0.170068155,0.270359309
NPIPB3,1.128,1.128,2.125,2.38166E-07,2.53999E-06
SNORD101,1.128,1.128,0.467,6.82656E-06,5.07748E-05
BRCA2,1.128,1.128,3.021,3.60654E-05,0.000219061
SLC6A20,1.128,1.128,-0.16,0.012099084,0.031207868
COL11A1,-1.128,1.128,-0.946,0.032125479,0.070735778
LOC105370622,1.128,1.128,-3.579,0.157287659,0.254018384
SNORA61,1.127,1.127,0.815,0.000400205,0.001759809
NME8,1.127,1.127,-3.12,0.124679293,0.211048246
KCNK13,1.127,1.127,-3.576,0.315527705,0.438239419
MASTL,1.126,1.126,4.6,4.92108E-13,1.36986E-11
SNORD33,1.126,1.126,-0.331,0.003137117,0.010078566
LOC100507747,1.126,1.126,-3.106,0.166193445,0.265296165
TICAM1,1.125,1.125,3.827,2.60037E-09,4.04479E-08
ARHGEF6,1.125,1.125,-0.972,0.000269479,0.001248941
SMCR5,1.125,1.125,-1.519,0.00256602,0.008494984
PIPSL,1.125,1.125,-1.969,0.003156585,0.01012809
ZNF730,1.125,1.125,-1.621,0.008431314,0.023030984
WEE2-AS1,-1.125,1.125,-1.856,0.01526753,0.038041131
LINC02192,1.125,1.125,-3.381,0.212369337,0.321830692
GPRC5D,1.124,1.124,-1.378,3.91918E-05,0.000235695
LOC101927661,1.124,1.124,-1.503,0.002174222,0.007407239
LOC102723360,1.124,1.124,0.757,0.007289823,0.020368038
ZBTB42,1.123,1.123,2.354,4.73157E-11,9.7995E-10
RNU5D-1,1.123,1.123,2.48,7.18365E-06,5.30274E-05
GNG4,1.123,1.123,-2.329,0.006940477,0.019581687
LOC284898,1.123,1.123,-3.655,0.32021189,0.443239943
PTN,-1.123,1.123,-1.987,0.344490168,0.467580282
SNORA77,-1.123,1.123,-3.556,0.456191247,0.578358239
LOC100134368,1.122,1.122,-1.307,9.57271E-05,0.000511181
AMIGO3,1.122,1.122,-2.115,0.077982027,0.145184318
CHRM3-AS2,1.122,1.122,-3.188,0.105631125,0.185194113
PLA2G5,1.122,1.122,-3.311,0.114209393,0.196946789
SNORA70G,1.122,1.122,-3.506,0.136828095,0.227561189
PSORS1C1,-1.122,1.122,-3.295,0.283078366,0.402034869
LOC101929709,1.121,1.121,1.987,2.64854E-14,8.7092E-13
CD302,1.121,1.121,-0.467,4.3211E-06,3.40183E-05
SLC10A5,1.121,1.121,-1.721,0.001439804,0.005235904
ANKRD20A3,1.121,1.121,-1.282,0.008594249,0.0234135
STEAP2-AS1,1.121,1.121,-2.854,0.077144785,0.143858131
PAK5,1.121,1.121,-2.32,0.098274874,0.17495636
LOC100131635,-1.121,1.121,-3.201,0.200120172,0.307137695
UPK3BL,-1.12,1.12,5.221,6.57823E-06,4.92044E-05
MKRN3,1.12,1.12,-2.022,0.002923434,0.009481453
SNORA3A,1.12,1.12,-1.053,0.009564848,0.025604922
KCNIP2-AS1,1.12,1.12,-2.696,0.022516674,0.052606735
NFATC2,1.12,1.12,-2.484,0.071373646,0.135265928
GLRA4,-1.119,1.119,-1.453,0.028605928,0.06440172
MEIOB,1.119,1.119,-2.858,0.073597556,0.138511493
GPR141,1.118,1.118,0.523,1.7994E-06,1.55482E-05
DCHS2,1.118,1.118,-0.747,0.000705097,0.00284939
NKPD1,1.118,1.118,-0.519,0.00077726,0.00309802
LOC105370941,1.118,1.118,-1.828,0.003157864,0.010130747
ZNF99,1.118,1.118,-2.506,0.004095306,0.012614573
HIGD1B,1.118,1.118,-2.245,0.005500249,0.01614191
LIN7B,-1.117,1.117,0.254,6.86949E-05,0.000382921
SPDYE6,1.117,1.117,-1.418,0.019656467,0.04697336
LOC344967,1.116,1.116,-1.316,0.001892225,0.006586184
MAGED4,-1.116,1.116,-0.401,0.003528979,0.01113393
MIR548AJ2,1.116,1.116,-2.378,0.017127643,0.041825713
FRMPD1,1.116,1.116,-1.629,0.034809609,0.075471151
CT83,1.116,1.116,-3.531,0.35473458,0.478080782
RIMS2,1.115,1.115,3.269,2.05381E-15,7.89645E-14
ICAM2,1.115,1.115,-0.61,3.85933E-05,0.000232906
LINC01356,1.115,1.115,-0.834,3.87899E-05,0.000233779
CSMD2,1.115,1.115,-1.819,0.025474355,0.058270028
KRT26,1.115,1.115,-2.856,0.034887014,0.075617107
SEC23A-AS1,-1.114,1.114,-2.856,0.141642158,0.234027431
RIMBP2,-1.114,1.114,-3.174,0.446781562,0.56900233
LOC101928303,1.113,1.113,-1.307,7.31572E-05,0.000404885
CCDC188,1.113,1.113,-2.697,0.040231686,0.085054149
MIR3159,1.113,1.113,-3.544,0.27566227,0.393952928
LOC554206,1.112,1.112,-1.84,0.000890823,0.003479749
SNORA80B,1.112,1.112,1.191,0.001166202,0.004367337
KLRC1,1.112,1.112,-0.758,0.001278664,0.004726329
LINC01213,-1.112,1.112,-2.356,0.042923121,0.089782091
LINC02170,1.112,1.112,-2.188,0.044275558,0.092105609
NHEG1,1.111,1.111,-1.423,0.002665954,0.008766467
NPHP3-AS1,1.111,1.111,-2.058,0.003703368,0.011586611
NR5A2,1.111,1.111,-2.189,0.006111824,0.017619475
TAL1,1.111,1.111,-2.802,0.019475312,0.046604823
TMEFF1,1.111,1.111,-1.775,0.078570808,0.14614742
LRRC2-AS1,-1.111,1.111,-2.723,0.141134274,0.233308253
C11orf86,1.111,1.111,-3.641,0.407310444,0.531640349
LOC101928446,1.11,1.11,-1.72,0.001535588,0.005527922
SEC1P,1.11,1.11,-2.046,0.008861268,0.024010077
IL1RAPL2,1.11,1.11,-3.266,0.130201847,0.218610029
PLD1,-1.109,1.109,3.502,7.27421E-06,5.35553E-05
STKLD1,1.109,1.109,-1.107,0.000501726,0.002134852
LOC105373805,1.109,1.109,-2.556,0.021484109,0.050572536
C1orf100,1.109,1.109,-3.017,0.059563137,0.116729741
