adj.P.Val,P.Value,t,B,logFC,adjLFC,GENE_SYMBOL,Gene.title
0.0828,0.0208,-2.33,-4.208686,-0.251,0.251,CTSV,cathepsin V
0.0828,0.0209,2.33,-4.209893,0.087,0.087,KIAA1522,KIAA1522
0.083,0.0209,-2.33,-4.212437,-0.137,0.137,ITGB8,integrin subunit beta 8
0.0832,0.021,-2.33,-4.213843,-0.15,0.15,FGFR1OP,FGFR1 oncogene partner
0.0832,0.021,-2.33,-4.215059,-0.133,0.133,PPME1,protein phosphatase methylesterase 1
0.0832,0.021,2.33,-4.213994,0.0858,0.0858,RNF10,ring finger protein 10
0.0832,0.021,2.33,-4.214007,0.0907,0.0907,SQRDL,sulfide quinone reductase-like (yeast)
0.0833,0.021,-2.34,-4.033938,-0.343,0.343,ALDH1L2,aldehyde dehydrogenase 1 family member L2
0.0833,0.021,-2.33,-4.216156,-0.277,0.277,FAM198B,family with sequence similarity 198 member B
0.0833,0.021,2.33,-4.215408,0.0731,0.0731,RAPGEF2,Rap guanine nucleotide exchange factor 2
0.0834,0.0211,2.33,-4.217344,0.4,0.4,PHACTR3,phosphatase and actin regulator 3
0.0834,0.0211,2.33,-4.21742,0.256,0.256,PLAUR,"plasminogen activator, urokinase receptor"
0.0834,0.0211,-2.33,-4.217874,-0.0782,0.0782,RPLP0,ribosomal protein lateral stalk subunit P0
0.0834,0.0211,-2.33,-4.218455,-0.0767,0.0767,TMEM208,transmembrane protein 208
0.0835,0.0211,2.33,-4.219232,0.0983,0.0983,PTDSS2,phosphatidylserine synthase 2
0.0837,0.0211,2.33,-4.039717,0.227,0.227,FLG,filaggrin
0.0837,0.0212,-2.32,-4.221577,-0.155,0.155,TAF1B,"TATA-box binding protein associated factor, RNA polymerase I subunit B"
0.0837,0.0212,-2.32,-4.221657,-0.0595,0.0595,TMED8,transmembrane p24 trafficking protein family member 8
0.0838,0.0212,2.32,-4.223134,0.219,0.219,STXBP6,syntaxin binding protein 6
0.0839,0.0212,2.32,-4.223773,0.137,0.137,CASP10,caspase 10
0.084,0.0213,2.32,-4.226209,0.103,0.103,ASCC2,activating signal cointegrator 1 complex subunit 2
0.084,0.0212,2.32,-4.225255,0.153,0.153,LOC286254,uncharacterized LOC286254
0.084,0.0212,2.32,-4.225163,0.0647,0.0647,OTULIN,OTU deubiquitinase with linear linkage specificity
0.0841,0.0213,2.32,-4.227447,0.08,0.08,NUFIP1,"NUFIP1, FMR1 interacting protein 1"
0.0842,0.0213,-2.32,-4.228459,-0.116,0.116,SLC2A13,solute carrier family 2 member 13
0.0843,0.0214,2.32,-4.229803,0.122,0.122,SLC35C1,solute carrier family 35 member C1
0.0844,0.0214,-2.32,-4.231567,-0.125,0.125,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
0.0845,0.0214,-2.32,-4.232861,-0.0994,0.0994,FUNDC2,FUN14 domain containing 2
0.0845,0.0214,-2.32,-4.232855,-0.0739,0.0739,HMOX2,heme oxygenase 2
0.0845,0.0214,-2.32,-4.232715,-0.0682,0.0682,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1
0.0845,0.0214,-2.32,-4.232307,-0.257,0.257,SEPT7P9,septin 7 pseudogene 9
0.0845,0.0214,-2.32,-4.232546,-0.0772,0.0772,VPS51,"VPS51, GARP complex subunit"
0.0846,0.0215,-2.32,-4.235418,-0.107,0.107,CNOT9,CCR4-NOT transcription complex subunit 9
0.0846,0.0215,2.32,-4.234755,0.125,0.125,EPS8L2,EPS8 like 2
0.0846,0.0215,2.32,-4.23493,0.149,0.149,HIST1H3H,"histone cluster 1, H3h"
0.0847,0.0215,2.32,-4.236486,0.0776,0.0776,RIC1,"RIC1 homolog, RAB6A GEF complex partner 1"
0.0848,0.0216,-2.32,-4.237987,-0.0712,0.0712,CNOT7,CCR4-NOT transcription complex subunit 7
0.0848,0.0216,-2.32,-4.237499,-0.0666,0.0666,COPS4,COP9 signalosome subunit 4
0.0848,0.0216,2.32,-4.23788,0.0982,0.0982,IFRD2,interferon related developmental regulator 2
0.0848,0.0215,-2.32,-4.237357,-0.19,0.19,LOC100132356,uncharacterized LOC100132356
0.0849,0.0216,2.32,-4.23867,0.267,0.267,LOC100287166,uncharacterized LOC100287166
0.0849,0.0216,-2.32,-4.239018,-0.0765,0.0765,RARS,arginyl-tRNA synthetase
0.085,0.0216,-2.32,-4.239923,-0.115,0.115,DGAT2,diacylglycerol O-acyltransferase 2
0.085,0.0216,-2.32,-4.239746,-0.145,0.145,REEP2,receptor accessory protein 2
0.085,0.0216,2.32,-4.240154,0.175,0.175,TNRC6C-AS1,TNRC6C antisense RNA 1
0.0851,0.0217,2.36,-3.694093,0.572,0.572,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A
0.0851,0.0217,2.32,-4.24146,0.119,0.119,IRX5,iroquois homeobox 5
0.0851,0.0216,2.32,-4.241413,0.13,0.13,SESN2,sestrin 2
0.0852,0.0217,-2.31,-4.243229,-0.149,0.149,WDCP,WD repeat and coiled coil containing
0.0853,0.0217,2.31,-4.244634,0.166,0.166,PCDH1,protocadherin 1
0.0854,0.0218,2.31,-4.245723,0.0783,0.0783,CTCF,CCCTC-binding factor
0.0854,0.0218,2.31,-4.245583,0.131,0.131,TMEM62,transmembrane protein 62
0.0855,0.0218,-2.31,-4.246459,-0.0706,0.0706,CRIPT,CXXC repeat containing interactor of PDZ3 domain
0.0855,0.0218,2.31,-4.247141,0.211,0.211,LINC00593,long intergenic non-protein coding RNA 593
0.0855,0.0218,-2.31,-4.247232,-0.101,0.101,PEX3,peroxisomal biogenesis factor 3
0.0855,0.0218,-2.32,-4.02094,-0.276,0.276,SYT10,synaptotagmin 10
0.0855,0.0218,2.31,-4.246576,0.0701,0.0701,ZNF544,zinc finger protein 544
0.0856,0.0218,2.31,-4.248502,0.136,0.136,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
0.0857,0.0219,2.31,-4.250333,0.202,0.202,DDIAS,DNA damage induced apoptosis suppressor
0.0857,0.0219,2.31,-4.250448,0.0734,0.0734,SRRM1,serine and arginine repetitive matrix 1
0.0857,0.0219,2.31,-4.249827,0.122,0.122,YOD1,YOD1 deubiquitinase
0.0858,0.0219,-2.31,-4.250983,-0.173,0.173,LOC81691,exonuclease NEF-sp
0.0858,0.0219,2.35,-3.701805,0.514,0.514,PCDH12,protocadherin 12
0.0858,0.0219,-2.31,-4.251988,-0.397,0.397,VCAN,versican
0.0859,0.0219,-2.31,-4.252748,-0.0997,0.0997,AP1S3,adaptor related protein complex 1 sigma 3 subunit
0.0859,0.0219,-2.31,-4.2526,-0.0669,0.0669,BROX,BRO1 domain and CAAX motif containing
0.0859,0.022,-2.31,-4.253555,-0.531,0.531,C4orf26,chromosome 4 open reading frame 26
0.0859,0.0219,-2.31,-4.252718,-0.0667,0.0667,MRPL51,mitochondrial ribosomal protein L51
0.0864,0.0221,-2.31,-4.258147,-0.221,0.221,LMOD1,leiomodin 1
0.0865,0.0221,-2.31,-4.259463,-0.111,0.111,EBNA1BP2,EBNA1 binding protein 2
0.0865,0.0221,-2.31,-4.259813,-0.127,0.127,RPS6KA5,ribosomal protein S6 kinase A5
0.0865,0.0221,2.31,-4.260327,0.167,0.167,STARD4,StAR related lipid transfer domain containing 4
0.0865,0.0221,2.31,-4.259362,0.0805,0.0805,ZDHHC5,zinc finger DHHC-type containing 5
0.0866,0.0221,2.31,-4.261071,0.105,0.105,ZNF138,zinc finger protein 138
0.0867,0.0222,-2.31,-4.262809,-0.1,0.1,POLD2,"DAN polymerase delta 2, accessory subunit"
0.0867,0.0222,-2.34,-3.792725,-0.436,0.436,SYCE1,synaptonemal complex central element protein 1
0.0868,0.0222,-2.3,-4.264797,-0.105,0.105,HNRNPR,heterogeneous nuclear ribonucleoprotein R
0.0868,0.0222,-2.31,-4.264232,-0.0953,0.0953,MAPK3,mitogen-activated protein kinase 3
0.0868,0.0222,-2.3,-4.265054,-0.0835,0.0835,SLC30A5,solute carrier family 30 member 5
0.0868,0.0222,-2.31,-4.263983,-0.0964,0.0964,TYW3,tRNA-yW synthesizing protein 3 homolog
0.0869,0.0223,-2.3,-4.265383,-0.117,0.117,ACOT8,acyl-CoA thioesterase 8
0.0869,0.0223,2.32,-4.040628,0.388,0.388,CLDN18,claudin 18
0.087,0.0223,-2.3,-4.267175,-0.0971,0.0971,CYB5R4,cytochrome b5 reductase 4
0.087,0.0223,2.3,-4.267338,0.111,0.111,TOMM40,translocase of outer mitochondrial membrane 40
0.087,0.0223,2.3,-4.267749,0.117,0.117,UBTF,"upstream binding transcription factor, RNA polymerase I"
0.0871,0.0223,-2.3,-4.268252,-0.397,0.397,HLA-DQA2,"major histocompatibility complex, class II, DQ alpha 2"
0.0871,0.0223,-2.3,-4.268557,-0.17,0.17,INTU,inturned planar cell polarity protein
0.0871,0.0224,-2.3,-4.269093,-0.0953,0.0953,SERINC3,serine incorporator 3
0.0872,0.0224,2.3,-4.269661,0.0888,0.0888,PTBP2,polypyrimidine tract binding protein 2
0.0872,0.0224,-2.3,-4.270443,-0.119,0.119,RBM4B,RNA binding motif protein 4B
0.0872,0.0224,-2.3,-4.270052,-0.0907,0.0907,RPS3A,ribosomal protein S3A
0.0872,0.0224,2.3,-4.270267,0.0724,0.0724,SART3,squamous cell carcinoma antigen recognized by T-cells 3
0.0874,0.0225,2.3,-4.273056,0.168,0.168,GOLT1A,golgi transport 1A
0.0874,0.0225,-2.3,-4.273045,-0.109,0.109,PTGES3,prostaglandin E synthase 3
0.0874,0.0224,2.31,-4.046925,0.341,0.341,RIMS1,regulating synaptic membrane exocytosis 1
0.0874,0.0225,2.31,-4.047917,0.276,0.276,XKR6,XK related 6
0.0874,0.0225,-2.3,-4.273013,-0.146,0.146,ZNF736,zinc finger protein 736
0.0875,0.0225,-2.3,-4.274559,-0.52,0.52,ACTG2,"actin, gamma 2, smooth muscle, enteric"
0.0875,0.0225,2.3,-4.274543,0.115,0.115,ELF1,E74 like ETS transcription factor 1
0.0875,0.0225,-2.3,-4.274298,-0.127,0.127,HN1L,hematological and neurological expressed 1 like
0.0875,0.0225,-2.3,-4.274713,-0.156,0.156,LRWD1,leucine rich repeats and WD repeat domain containing 1
0.0876,0.0225,-2.3,-4.27585,-0.0948,0.0948,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6
0.0878,0.0226,-2.3,-4.27783,-0.126,0.126,ACER2,alkaline ceramidase 2
0.0878,0.0226,2.3,-4.277325,0.173,0.173,EPHB3,EPH receptor B3
0.0878,0.0226,2.3,-4.278542,0.129,0.129,EPHB6,EPH receptor B6
0.0879,0.0226,-2.3,-4.279121,-0.0853,0.0853,C2orf68,chromosome 2 open reading frame 68
0.0879,0.0226,-2.3,-4.278893,-0.141,0.141,HMGN3,high mobility group nucleosomal binding domain 3
0.088,0.0226,-2.3,-4.280253,-0.0962,0.0962,DERA,deoxyribose-phosphate aldolase
0.0881,0.0227,-2.3,-4.282543,-0.0749,0.0749,GMDS-AS1,GMDS antisense RNA 1 (head to head)
0.0881,0.0227,-2.3,-4.281433,-0.08,0.08,PNPLA8,patatin like phospholipase domain containing 8
0.0881,0.0227,-2.31,-4.099103,-0.441,0.441,TUBB2B,tubulin beta 2B class IIb
0.0881,0.0227,-2.3,-4.28125,-0.137,0.137,WDR41,WD repeat domain 41
0.0882,0.0227,-2.3,-4.283902,-0.0644,0.0644,COX7A2,cytochrome c oxidase subunit 7A2
0.0882,0.0227,-2.3,-4.283905,-0.183,0.183,SNCB,synuclein beta
0.0882,0.0227,-2.3,-4.282814,-0.264,0.264,TXNIP,thioredoxin interacting protein
0.0883,0.0228,-2.3,-4.285534,-0.208,0.208,OPRL1,opioid related nociceptin receptor 1
0.0884,0.0228,2.3,-4.286046,0.163,0.163,OTX1,orthodenticle homeobox 1
0.0885,0.0228,2.29,-4.287894,0.0891,0.0891,TBK1,TANK binding kinase 1
0.0886,0.0229,2.29,-4.289118,0.256,0.256,C15orf48,chromosome 15 open reading frame 48
0.0886,0.0229,2.33,-3.741088,0.333,0.333,DCUN1D2,defective in cullin neddylation 1 domain containing 2
0.0887,0.0229,2.29,-4.289811,0.122,0.122,ZNF649,zinc finger protein 649
0.0888,0.0229,-2.29,-4.291357,-0.145,0.145,ZNF79,zinc finger protein 79
0.0889,0.023,-2.29,-4.292664,-0.12,0.12,ENHO,energy homeostasis associated
0.089,0.023,2.29,-4.293481,0.0844,0.0844,KLC3,kinesin light chain 3
0.089,0.023,-2.29,-4.292946,-0.114,0.114,LOC100129917,uncharacterized LOC100129917
0.089,0.023,2.29,-4.293323,0.071,0.071,MID2,midline 2
0.0891,0.023,-2.29,-4.294512,-0.156,0.156,TMEM61,transmembrane protein 61
0.0893,0.0231,2.29,-4.297075,0.0639,0.0639,EPB41L5,erythrocyte membrane protein band 4.1 like 5
0.0893,0.0231,-2.29,-4.297304,-0.31,0.31,STAT4,signal transducer and activator of transcription 4
0.0894,0.0231,-2.3,-4.072652,-0.368,0.368,ADGRG5,adhesion G protein-coupled receptor G5
0.0894,0.0231,-2.29,-4.298483,-0.167,0.167,CYB561A3,cytochrome b561 family member A3
0.0894,0.0231,-2.29,-4.298483,-0.285,0.285,LOC100505984,uncharacterized LOC100505984
0.0894,0.0231,-2.29,-4.298102,-0.072,0.072,MIOS,meiosis regulator for oocyte development
0.0894,0.0231,-2.29,-4.297824,-0.0709,0.0709,YBX1,Y-box binding protein 1
0.0896,0.0232,2.29,-4.300573,0.164,0.164,HAO1,hydroxyacid oxidase 1
0.0897,0.0232,2.29,-4.301936,0.132,0.132,LOC727820,uncharacterized LOC727820
0.0897,0.0232,-2.29,-4.302274,-0.1,0.1,TMEM256,transmembrane protein 256
0.0898,0.0232,-2.29,-4.303121,-0.0699,0.0699,CRLF3,cytokine receptor like factor 3
0.0898,0.0232,2.29,-4.30285,0.135,0.135,MYOM1,myomesin 1
0.0898,0.0233,-2.29,-4.30335,-0.093,0.093,SMAP1,small ArfGAP 1
0.0899,0.0233,-2.29,-4.304964,-0.119,0.119,SGTB,small glutamine rich tetratricopeptide repeat containing beta
0.0899,0.0233,2.29,-4.305104,0.103,0.103,SIK3,SIK family kinase 3
0.0899,0.0233,-2.29,-4.304846,-0.0655,0.0655,TOMM20,translocase of outer mitochondrial membrane 20
0.09,0.0233,-2.29,-4.305729,-0.112,0.112,PRRT3,proline rich transmembrane protein 3
0.0904,0.0234,2.28,-4.310044,0.267,0.267,RFPL1,ret finger protein like 1
0.0905,0.0235,-2.28,-4.310901,-0.104,0.104,40786,15 kDa selenoprotein
0.0905,0.0235,-2.28,-4.31195,-0.129,0.129,CCDC122,coiled-coil domain containing 122
0.0905,0.0235,-2.28,-4.31118,-0.237,0.237,FOXA2,forkhead box A2
0.0907,0.0236,2.28,-4.314397,0.145,0.145,AASS,aminoadipate-semialdehyde synthase
0.0907,0.0235,-2.29,-4.13213,-0.382,0.382,SLC25A36,solute carrier family 25 member 36
0.0908,0.0236,2.28,-4.314739,0.0909,0.0909,FUCA1,"fucosidase, alpha-L- 1, tissue"
0.0908,0.0236,2.28,-4.315033,0.13,0.13,GPRASP1,G protein-coupled receptor associated sorting protein 1
0.0908,0.0236,-2.28,-4.315501,-0.212,0.212,LOC107987020,uncharacterized LOC107987020
0.0908,0.0236,2.28,-4.31583,0.11,0.11,REL,"REL proto-oncogene, NF-kB subunit"
0.0909,0.0236,-2.28,-4.316243,-0.129,0.129,ACTR1A,"ARP1 actin-related protein 1 homolog A, centractin alpha"
0.0909,0.0236,2.28,-4.31611,0.217,0.217,HIST1H2AG,"histone cluster 1, H2ag"
0.0909,0.0236,2.28,-4.316294,0.242,0.242,SERPINB3,serpin family B member 3
0.0909,0.0236,-2.28,-4.316313,-0.283,0.283,SLC23A1,solute carrier family 23 member 1
0.091,0.0237,-2.28,-4.318341,-0.0743,0.0743,C17orf80,chromosome 17 open reading frame 80
0.091,0.0236,2.28,-4.317843,0.0809,0.0809,CEP164,centrosomal protein 164
0.0911,0.0237,2.28,-4.320027,0.208,0.208,SMCP,sperm mitochondria associated cysteine rich protein
0.0911,0.0237,-2.28,-4.319851,-0.288,0.288,TXLNB,taxilin beta
0.0912,0.0237,-2.28,-4.320696,-0.105,0.105,C22orf39,chromosome 22 open reading frame 39
0.0912,0.0237,-2.28,-4.320368,-0.0725,0.0725,COX6A1,cytochrome c oxidase subunit 6A1
0.0912,0.0237,2.28,-4.320673,0.234,0.234,DAPK2,death associated protein kinase 2
0.0912,0.0237,2.28,-4.320622,0.0778,0.0778,FUT4,fucosyltransferase 4
0.0912,0.0237,2.28,-4.32116,0.101,0.101,MAP3K11,mitogen-activated protein kinase kinase kinase 11
0.0912,0.0237,2.28,-4.32102,0.0888,0.0888,TMEM55B,transmembrane protein 55B
0.0912,0.0237,2.28,-4.32055,0.22,0.22,TNFSF4,tumor necrosis factor superfamily member 4
0.0915,0.0238,-2.28,-4.324321,-0.0863,0.0863,BOLA1,bolA family member 1
0.0915,0.0238,-2.28,-4.324357,-0.0956,0.0956,NUDCD2,NudC domain containing 2
0.0916,0.0239,2.28,-4.32548,0.106,0.106,INTS6,integrator complex subunit 6
0.0917,0.0239,-2.28,-4.327116,-0.0928,0.0928,PSMD2,"proteasome 26S subunit, non-ATPase 2"
0.0918,0.0239,2.28,-4.327648,0.0967,0.0967,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2
0.0919,0.024,2.28,-4.329614,0.15,0.15,EPHB2,EPH receptor B2
0.0919,0.024,-2.28,-4.329819,-0.249,0.249,INS-IGF2///INS///IGF2,INS-IGF2 readthrough///insulin///insulin like growth factor 2
0.0919,0.024,-2.28,-4.329668,-0.0696,0.0696,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2
0.092,0.024,2.28,-4.330401,0.097,0.097,PKNOX1,PBX/knotted 1 homeobox 1
0.092,0.024,2.28,-4.330452,0.0633,0.0633,SNX9,sorting nexin 9
0.0921,0.024,2.27,-4.331783,0.0973,0.0973,RNF216,ring finger protein 216
0.0921,0.024,2.27,-4.331518,0.0746,0.0746,ZNF131,zinc finger protein 131
0.0922,0.0241,2.27,-4.332758,0.115,0.115,FAM189B,family with sequence similarity 189 member B
0.0923,0.0241,-2.27,-4.334919,-0.13,0.13,LOC100129406,uncharacterized LOC100129406
0.0923,0.0241,-2.27,-4.33492,-0.0841,0.0841,LRRC40,leucine rich repeat containing 40
0.0924,0.0241,-2.27,-4.3352,-0.106,0.106,CSF2RB,colony stimulating factor 2 receptor beta common subunit
0.0924,0.0241,-2.27,-4.335192,-0.0847,0.0847,DUS4L,dihydrouridine synthase 4 like
0.0925,0.0242,2.27,-4.336284,0.0804,0.0804,FAM117A,family with sequence similarity 117 member A
0.0925,0.0242,2.27,-4.336539,0.252,0.252,NTF3,neurotrophin 3
0.0925,0.0242,2.27,-4.337297,0.0697,0.0697,TTC7A,tetratricopeptide repeat domain 7A
0.0925,0.0242,2.27,-4.337215,0.093,0.093,ZNF318,zinc finger protein 318
0.0926,0.0242,2.31,-3.790342,0.342,0.342,KCNN1,potassium calcium-activated channel subfamily N member 1
0.0926,0.0242,2.27,-4.338356,0.097,0.097,LSM14B,LSM family member 14B
0.0926,0.0242,2.27,-4.33847,0.083,0.083,PURB,purine rich element binding protein B
0.0927,0.0243,-2.27,-4.339845,-0.0829,0.0829,NVL,nuclear VCP-like
0.0928,0.0243,-2.27,-4.340896,-0.116,0.116,ELMO2,engulfment and cell motility 2
0.0928,0.0243,-2.27,-4.341426,-0.104,0.104,MICU3,mitochondrial calcium uptake family member 3
0.0928,0.0243,-2.31,-3.793022,-0.358,0.358,NEGR1,neuronal growth regulator 1
0.0928,0.0243,2.27,-4.340933,0.0981,0.0981,RPAP1,RNA polymerase II associated protein 1
0.0929,0.0243,2.27,-4.342362,0.108,0.108,C10orf54,chromosome 10 open reading frame 54
0.0929,0.0243,-2.27,-4.342561,-0.204,0.204,KIAA1211,KIAA1211
0.0929,0.0243,2.27,-4.342131,0.107,0.107,ZMIZ1,zinc finger MIZ-type containing 1
0.093,0.0244,2.27,-4.344374,0.198,0.198,FIGF,c-fos induced growth factor
0.093,0.0244,2.27,-4.344221,0.123,0.123,FSCN2,"fascin actin-bundling protein 2, retinal"
0.093,0.0244,-2.27,-4.344452,-0.31,0.31,UGT2B17,UDP glucuronosyltransferase family 2 member B17
0.0934,0.0245,2.27,-4.348749,0.0961,0.0961,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit
0.0934,0.0245,2.27,-4.348408,0.115,0.115,NOTCH2,notch 2
0.0934,0.0245,-2.27,-4.348327,-0.105,0.105,PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B
0.0934,0.0245,2.27,-4.347952,0.0771,0.0771,RICTOR,RPTOR independent companion of MTOR complex 2
0.0935,0.0245,-2.27,-4.350042,-0.117,0.117,AGA,aspartylglucosaminidase
0.0935,0.0245,-2.27,-4.34949,-0.083,0.083,PITPNA,phosphatidylinositol transfer protein alpha
0.0935,0.0245,-2.27,-4.350204,-0.0938,0.0938,SEC63,"SEC63 homolog, protein translocation regulator"
0.0935,0.0245,-2.27,-4.349526,-0.0736,0.0736,TIGD1,tigger transposable element derived 1
0.0936,0.0246,2.27,-4.351183,0.104,0.104,CORO1C,coronin 1C
0.0936,0.0246,2.27,-4.351608,0.109,0.109,KIAA1217,KIAA1217
0.0936,0.0246,-2.27,-4.352159,-0.175,0.175,KIF11,kinesin family member 11
0.0936,0.0246,-2.27,-4.351654,-0.171,0.171,LINC00665,long intergenic non-protein coding RNA 665
0.0936,0.0246,-2.27,-4.350928,-0.104,0.104,MRPL33,mitochondrial ribosomal protein L33
0.0936,0.0246,-2.31,-3.800037,-0.498,0.498,PDGFRA,platelet derived growth factor receptor alpha
0.0937,0.0246,-2.26,-4.353404,-0.11,0.11,APPL2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
0.0937,0.0246,-2.26,-4.353251,-0.0987,0.0987,SUCLA2,succinate-CoA ligase ADP-forming beta subunit
0.0938,0.0247,2.26,-4.354049,0.0969,0.0969,ANKRD12,ankyrin repeat domain 12
0.0938,0.0247,2.26,-4.354398,0.136,0.136,CCNYL1,cyclin Y like 1
0.0938,0.0247,2.26,-4.354953,0.311,0.311,FAM83D,family with sequence similarity 83 member D
0.0938,0.0247,2.26,-4.354991,0.19,0.19,GNG7,G protein subunit gamma 7
0.0938,0.0247,2.26,-4.355204,0.284,0.284,WNT2B,Wnt family member 2B
0.094,0.0247,-2.26,-4.357232,-0.312,0.312,CNIH3,cornichon family AMPA receptor auxiliary protein 3
0.0941,0.0248,2.26,-4.357934,0.0849,0.0849,GPRC5C,G protein-coupled receptor class C group 5 member C
0.0942,0.0248,-2.26,-4.359428,-0.0779,0.0779,NHLRC2,NHL repeat containing 2
0.0943,0.0248,2.26,-4.360015,0.0638,0.0638,FYCO1,FYVE and coiled-coil domain containing 1
0.0944,0.0249,2.26,-4.361744,0.102,0.102,STIM2,stromal interaction molecule 2
0.0945,0.0249,2.26,-4.362158,0.129,0.129,POM121L1P,"POM121 transmembrane nucleoporin like 1, pseudogene"
0.0946,0.0249,2.26,-4.363603,0.158,0.158,ID2,"inhibitor of DNA binding 2, HLH protein"
0.0946,0.0249,-2.26,-4.363378,-0.272,0.272,ODF3L2,outer dense fiber of sperm tails 3 like 2
0.0947,0.025,-2.26,-4.364648,-0.126,0.126,ZNF569,zinc finger protein 569
0.0948,0.025,2.26,-4.366328,0.0583,0.0583,LOC100287590,uncharacterized LOC100287590
0.0948,0.025,-2.26,-4.366163,-0.0833,0.0833,NUP133,nucleoporin 133
0.0949,0.025,2.26,-4.367481,0.215,0.215,NGFR,nerve growth factor receptor
0.095,0.0251,-2.26,-4.368753,-0.149,0.149,ATP1A1-AS1,ATP1A1 antisense RNA 1
0.095,0.0251,-2.26,-4.368824,-0.0882,0.0882,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
0.095,0.0251,-2.26,-4.367816,-0.114,0.114,RPS6KA6,ribosomal protein S6 kinase A6
0.0951,0.0251,-2.26,-4.369248,-0.0807,0.0807,APRT,adenine phosphoribosyltransferase
0.0951,0.0251,-2.26,-4.370037,-0.273,0.273,CROCCP3,"ciliary rootlet coiled-coil, rootletin pseudogene 3"
0.0951,0.0251,2.26,-4.369626,0.132,0.132,MARK4,microtubule affinity regulating kinase 4
0.0951,0.0251,-2.26,-4.369247,-0.397,0.397,TPTE2P3,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 3
0.0951,0.0251,-2.26,-4.369741,-0.111,0.111,TRIM32,tripartite motif containing 32
0.0951,0.0251,-2.3,-3.820806,-0.546,0.546,VIPR2,vasoactive intestinal peptide receptor 2
0.0954,0.0252,-2.26,-4.373109,-0.098,0.098,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5
0.0955,0.0252,-2.26,-4.374263,-0.0605,0.0605,METTL26,methyltransferase like 26
0.0956,0.0253,2.25,-4.375652,0.18,0.18,HIST1H2AE,"histone cluster 1, H2ae"
0.0956,0.0253,-2.26,-4.374763,-0.0936,0.0936,KIAA1429,KIAA1429
0.0956,0.0253,2.25,-4.374949,0.352,0.352,PDGFRL,platelet derived growth factor receptor like
0.0957,0.0253,-2.25,-4.376652,-0.279,0.279,FBXO40,F-box protein 40
0.0957,0.0253,-2.25,-4.376658,-0.0567,0.0567,LYRM4,LYR motif containing 4
0.0957,0.0253,2.25,-4.37619,0.129,0.129,PPM1N,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)"
0.0957,0.0253,-2.25,-4.376787,-0.0799,0.0799,ZFC3H1,zinc finger C3H1-type containing
0.0958,0.0254,2.25,-4.378869,0.0945,0.0945,CCDC14,coiled-coil domain containing 14
0.0958,0.0254,2.25,-4.37849,0.0918,0.0918,GID4,GID complex subunit 4 homolog
0.0959,0.0254,-2.25,-4.379798,-0.119,0.119,NAP1L4,nucleosome assembly protein 1 like 4
0.0959,0.0254,2.25,-4.380047,0.324,0.324,SH3TC2,SH3 domain and tetratricopeptide repeats 2
0.096,0.0254,-2.25,-4.381274,-0.0876,0.0876,DOPEY1,dopey family member 1
0.096,0.0254,2.25,-4.38078,0.296,0.296,HLF,"HLF, PAR bZIP transcription factor"
0.096,0.0254,-2.25,-4.38104,-0.0839,0.0839,ROMO1,reactive oxygen species modulator 1
0.0961,0.0255,-2.29,-3.832741,-0.404,0.404,GLRA3,glycine receptor alpha 3
0.0962,0.0255,-2.25,-4.383408,-0.16,0.16,CRIP3,cysteine rich protein 3
0.0962,0.0255,-2.25,-4.383211,-0.105,0.105,PLCB1,phospholipase C beta 1
0.0962,0.0255,-2.25,-4.383469,-0.0907,0.0907,POLR2K,RNA polymerase II subunit K
0.0962,0.0255,2.25,-4.383455,0.104,0.104,TOR1A,torsin family 1 member A
0.0963,0.0255,2.25,-4.384638,0.0838,0.0838,ZXDA,"zinc finger, X-linked, duplicated A"
0.0964,0.0256,-2.25,-4.385456,-0.254,0.254,ROPN1,rhophilin associated tail protein 1
0.0967,0.0257,-2.25,-4.388959,-0.0842,0.0842,CCDC43,coiled-coil domain containing 43
