GENE_SYMBOL,Log_FoldChange,absLogFC,logCPM,PValue,FDR_adjusted_P.value
XKR7,-2.655,2.655,-3.469,0.07031739,0.108743034
HMGCS2,2.654,2.654,-2.758,0.000164489,0.000536477
TRANK1,2.653,2.653,3.648,1.29407E-22,7.61351E-21
LOC105369332,2.653,2.653,-1.198,2.45586E-14,5.01603E-13
LOC105371084,2.652,2.652,-0.89,6.70918E-15,1.50465E-13
VWA5B2,2.652,2.652,-1.341,6.3903E-13,1.05964E-11
CTSLP2,2.652,2.652,-2.349,1.23277E-07,8.33038E-07
MIR1273E,2.652,2.652,-3.333,2.13175E-05,8.70024E-05
MIR4500HG,2.651,2.651,-2.557,4.02743E-07,2.44506E-06
KCTD19,2.651,2.651,-1.034,9.91857E-06,4.38714E-05
LOC286238,2.65,2.65,-3.471,0.004215401,0.009276503
COX7A1,2.649,2.649,-1.482,1.08437E-11,1.49951E-10
GRM4,2.649,2.649,-1.73,7.17786E-08,5.06956E-07
TMPRSS5,2.648,2.648,-1.959,1.39783E-06,7.50644E-06
CYP4F35P,-2.648,2.648,-3.468,0.081448794,0.12377703
TTC16,2.647,2.647,-0.878,2.88259E-13,5.03809E-12
PIK3AP1,2.647,2.647,-1.049,1.95438E-12,3.01763E-11
SPINK13,2.647,2.647,-3.558,0.001264688,0.003221959
KIF1A,2.647,2.647,-0.436,0.003111414,0.00712029
CCL17,2.647,2.647,-3.526,0.003355247,0.007605293
LINC01340,2.646,2.646,-2.236,1.48968E-07,9.87207E-07
XXYLT1-AS2,2.645,2.645,-1.936,5.00049E-09,4.40381E-08
GPC5,-2.645,2.645,-3.054,0.093638459,0.139788093
ANKS4B,2.643,2.643,-1.474,6.28344E-12,9.00799E-11
C1orf68,2.642,2.642,-1.841,8.08122E-14,1.52922E-12
ART4,2.641,2.641,-1.691,1.2444E-06,6.77572E-06
SOX18,2.641,2.641,-3.451,0.001011178,0.002643301
LINC02097,2.64,2.64,-3.527,0.002164117,0.005176832
GPR18,-2.64,2.64,-2.487,0.002476149,0.005824221
IGSF6,2.639,2.639,-0.346,2.56112E-16,6.99783E-15
EDN2,2.638,2.638,-1.182,1.46841E-05,6.24503E-05
LOC100506563,2.637,2.637,-3.355,0.003346344,0.007588151
CHRNA10,2.636,2.636,-1.383,2.83688E-18,9.88587E-17
NAA11,2.636,2.636,-2.419,1.1419E-07,7.7659E-07
SMPD3,2.633,2.633,-0.879,4.54859E-16,1.19261E-14
TGM4,2.633,2.633,0.22,9.06934E-14,1.70623E-12
LPAR4,2.633,2.633,-3.137,7.32883E-05,0.000261261
TNFAIP6,2.632,2.632,-1.844,2.23555E-10,2.51053E-09
BRWD1-AS1,2.632,2.632,-2.468,8.09811E-07,4.60187E-06
DDX60L,2.63,2.63,4.548,2.48167E-38,8.78317E-36
ANGPT2,2.63,2.63,0.333,2.28454E-13,4.07779E-12
POPDC2,2.629,2.629,-1.286,1.13494E-08,9.39091E-08
GALR3,2.629,2.629,-3.612,0.00632706,0.01320017
RNU5A-1,2.628,2.628,3.602,7.24929E-28,8.55227E-26
LOC731157,2.628,2.628,-1.222,1.30216E-13,2.39798E-12
BGLAP,2.628,2.628,-2.31,1.41072E-09,1.36382E-08
NRG3,2.628,2.628,-3.205,0.003831711,0.008523233
EPHB1,2.627,2.627,-1.198,1.30287E-08,1.06616E-07
ADAMTS8,2.626,2.626,-2.955,2.89324E-06,1.4486E-05
SMAD6,2.624,2.624,-0.792,1.8697E-09,1.77125E-08
FAM95B1,2.623,2.623,-1.197,2.96058E-10,3.26326E-09
MIR4714,-2.622,2.622,-3.481,0.262043713,0.338555335
CD160,2.621,2.621,-0.223,1.21793E-11,1.6659E-10
LRRC18,2.621,2.621,-2.886,4.45553E-07,2.67273E-06
DUXA,2.621,2.621,-3.125,4.17403E-05,0.000159142
CMTM2,2.62,2.62,-3.435,0.002013679,0.004859561
LINC02072,2.619,2.619,-2.382,7.22975E-10,7.4033E-09
PTGDS,2.619,2.619,-2.292,9.40791E-09,7.8867E-08
ZFP41,2.619,2.619,-1.402,0.003549901,0.007978647
MIR3153,2.618,2.618,-1.967,2.466E-10,2.75159E-09
MOV10L1,2.618,2.618,-0.733,4.11943E-10,4.42223E-09
LINC00521,2.618,2.618,-3.499,0.000108698,0.000371979
NDP,-2.617,2.617,-3.478,0.101909477,0.150597049
ABCC6P1,2.616,2.616,-2.989,0.001208961,0.003097406
SLC25A18,2.615,2.615,0.384,2.16995E-21,1.11708E-19
MAPT,2.615,2.615,-0.439,1.58254E-11,2.13116E-10
AGBL4,2.615,2.615,-2.743,9.60136E-05,0.000332386
HDAC2-AS2,2.613,2.613,-0.023,8.32688E-24,5.75037E-22
LINC01909,2.613,2.613,-1.265,5.16636E-14,1.01144E-12
CCR4,2.613,2.613,-1.128,8.91703E-12,1.2491E-10
SNORA17B,2.611,2.611,2.808,4.84444E-19,1.89847E-17
LINC01372,2.611,2.611,-2.025,7.05738E-09,6.06206E-08
LOC400794,2.611,2.611,-2.604,0.0001302,0.000435881
ACTN3,2.611,2.611,-3.243,0.001159882,0.002983396
S100B,2.61,2.61,-2.797,6.81367E-08,4.82301E-07
CLEC12A,2.61,2.61,-3.331,0.000454666,0.001308927
AK5,2.607,2.607,-0.632,2.40426E-09,2.24019E-08
LINC01993,2.607,2.607,-2.593,8.92437E-07,5.02351E-06
CCDC27,2.607,2.607,-2.672,1.42472E-06,7.63997E-06
RSPH4A,2.606,2.606,-1.954,3.00414E-09,2.765E-08
ARHGAP19-SLIT1,2.606,2.606,-2.094,0.007609828,0.015549698
LOC105371795,2.605,2.605,1.102,2.30428E-21,1.18086E-19
LINC01972,2.605,2.605,-3.156,1.96326E-05,8.08396E-05
UPP2,2.605,2.605,-3.401,0.000288408,0.000876876
GATM,2.603,2.603,-0.438,1.6901E-19,7.1157E-18
FGD5P1,2.603,2.603,-2.575,9.42133E-07,5.27832E-06
PCDHA2,2.602,2.602,-3.165,0.008807889,0.01766022
TUBB8,2.599,2.599,-3.084,0.004218737,0.009282041
NLRC4,2.598,2.598,-1.299,1.43208E-11,1.9424E-10
SMLR1,2.598,2.598,-3.069,0.000295458,0.000896506
FGF23,2.596,2.596,1.721,6.96925E-14,1.33554E-12
VLDLR-AS1,2.596,2.596,-0.429,2.48699E-12,3.77819E-11
ACSL6,2.596,2.596,-0.267,6.42925E-06,2.98053E-05
BMP8A,2.596,2.596,-3.029,2.06128E-05,8.44608E-05
PPEF1,2.596,2.596,-2.904,2.3778E-05,9.60576E-05
LOC100506725,2.596,2.596,-3.011,0.000152922,0.000503173
SNORD17,2.595,2.595,5.931,1.0628E-11,1.47058E-10
LOC101927964,2.594,2.594,-2.117,7.73221E-09,6.59173E-08
GDNF-AS1,2.594,2.594,-1.897,4.00224E-08,2.97815E-07
OR2H2,2.594,2.594,-3.746,0.009461657,0.018786466
LOC105373191,2.593,2.593,-2.669,9.88736E-06,4.37675E-05
TLL2,2.591,2.591,0.781,7.482E-20,3.22809E-18
C5AR1,2.591,2.591,-0.327,1.14881E-10,1.35813E-09
LOC102724050,2.591,2.591,-2.757,2.62351E-06,1.32734E-05
KCNMB2,2.591,2.591,-3.128,0.000202533,0.000642968
TNFRSF17,2.59,2.59,-2.978,5.46824E-05,0.000201761
LINC02408,2.59,2.59,-2.983,7.51072E-05,0.00026678
DRAXIN,2.589,2.589,-0.71,1.39224E-14,2.94726E-13
MCF2L,2.589,2.589,-0.953,4.43819E-05,0.000167829
DLEU7-AS1,2.588,2.588,-1.799,3.60588E-11,4.6041E-10
DKFZP434K028,2.586,2.586,-3.268,0.000442778,0.001280072
LOC101928174,2.585,2.585,-2.622,6.12204E-08,4.38275E-07
KLK2,2.584,2.584,-1.837,4.99053E-10,5.26505E-09
PRR18,2.584,2.584,-2.97,0.000286834,0.00087256
CABIN1,2.582,2.582,-2.976,0.003998075,0.008850703
MYO1F,2.581,2.581,-0.476,9.83768E-15,2.14263E-13
KRT8P41,2.581,2.581,-3.235,4.21178E-05,0.000160419
LOC100506869,2.58,2.58,-2.899,3.5453E-06,1.74461E-05
TENM1,2.58,2.58,-1.077,0.001381236,0.003479379
OVOL1-AS1,2.579,2.579,-1.724,2.29289E-10,2.57111E-09
LINC00574,2.578,2.578,-3.409,0.000181456,0.000584409
PRAMENP,2.578,2.578,-3.408,0.000296373,0.000899041
KCNA2,2.578,2.578,-1.642,0.00799966,0.016221552
DBET,2.577,2.577,-2.092,4.06846E-08,3.02345E-07
LINC02003,2.577,2.577,-3.218,9.71587E-05,0.000335735
MYBL1,2.575,2.575,2.3,2.21767E-18,7.93561E-17
TXK,2.575,2.575,-1.802,1.32393E-09,1.28761E-08
TFF2,2.575,2.575,-3.57,0.004095127,0.009046102
AMER2,2.574,2.574,-1.68,4.82937E-11,6.05703E-10
TRIM67,2.573,2.573,-1.989,1.63582E-10,1.88661E-09
LINC01903,2.573,2.573,-2.882,1.56185E-05,6.59167E-05
HLTF-AS1,2.572,2.572,-3.143,0.000156775,0.000514578
CABP7,2.571,2.571,-1.191,3.96607E-14,7.87339E-13
LOC100128531,2.571,2.571,-1.729,9.54352E-09,7.98855E-08
CCL26,2.571,2.571,-2.584,3.61151E-06,1.77219E-05
NFATC2,2.571,2.571,-2.096,9.34762E-06,4.16797E-05
CPED1,2.57,2.57,-1.056,2.26484E-09,2.11787E-08
BSND,2.57,2.57,-2.45,2.02843E-08,1.59868E-07
LOC101929592,2.57,2.57,-2.249,1.9381E-06,1.00804E-05
KIF25,2.57,2.57,-2.527,2.83249E-05,0.000112382
PP2D1,2.569,2.569,-1.537,1.54415E-10,1.79184E-09
PRSS1,-2.569,2.569,-2.854,0.003011665,0.006929124
KLHDC7B,2.568,2.568,-3.13,0.000532416,0.0015054
IGSF10,2.568,2.568,-1.889,0.001639118,0.004042647
VSX2,2.568,2.568,-3.491,0.00639402,0.013323025
LINC02082,2.567,2.567,-3.628,0.007949213,0.016131305
LOC100131347,2.566,2.566,-0.221,3.34313E-10,3.64765E-09
LOC340017,2.566,2.566,-1.826,5.63614E-10,5.87232E-09
SP7,2.566,2.566,-2.202,6.78942E-09,5.8452E-08
ATF3,2.565,2.565,3.37,7.80469E-41,3.53568E-38
DLX2,2.565,2.565,-0.171,4.8367E-12,7.08185E-11
GCM1,2.564,2.564,-0.973,1.33255E-12,2.10927E-11
KCNJ6,2.563,2.563,-0.256,2.02782E-15,4.85029E-14
CAMK4,2.563,2.563,1.798,1.0534E-11,1.46026E-10
LOC101929469,2.563,2.563,-2.91,8.75408E-06,3.92884E-05
MYOG,2.563,2.563,-3.381,0.000382759,0.001126689
KLHL34,-2.563,2.563,-3.499,0.2851011,0.362518762
LINC02288,2.562,2.562,-1.852,1.60536E-09,1.53755E-08
HYMAI,2.562,2.562,-1.629,2.78964E-08,2.1398E-07
LOC101927692,2.561,2.561,-2.243,1.33635E-09,1.29857E-08
MIR5695,2.561,2.561,-3.587,0.002341904,0.005548794
FCRL1,2.56,2.56,-1.513,6.92546E-12,9.84119E-11
LOC284241,2.56,2.56,-3.498,0.000306708,0.000927287
IFIH1,2.558,2.558,3.967,5.11517E-32,9.98825E-30
LOC101928371,2.558,2.558,-2.643,4.90255E-07,2.91693E-06
SCN7A,2.558,2.558,-1.769,1.07615E-06,5.94534E-06
FLJ31104,2.557,2.557,-1.27,6.95765E-16,1.77475E-14
FFAR2,2.557,2.557,-1.113,9.55396E-10,9.56283E-09
LINC01191,2.557,2.557,-2.641,2.06944E-07,1.33775E-06
B3GALT1,2.556,2.556,-1.805,6.91103E-12,9.83136E-11
LINC01356,2.555,2.555,-0.279,3.286E-15,7.62615E-14
STUM,2.555,2.555,-1.007,0.001413596,0.003549818
CERS6-AS1,2.553,2.553,-2.166,2.1684E-08,1.69601E-07
UROC1,2.553,2.553,-2.999,4.58125E-06,2.19433E-05
MIR4257,2.553,2.553,-3.168,1.25362E-05,5.42214E-05
EFCAB7,2.552,2.552,2.381,6.47162E-16,1.662E-14
SAA4,2.551,2.551,-2.441,8.4678E-05,0.00029714
HSPA1A,2.551,2.551,-1.107,0.002979966,0.00686107
CNTD1,2.55,2.55,-0.505,8.69615E-18,2.88399E-16
ZNF442,2.55,2.55,1.327,2.31778E-17,7.2314E-16
MRLN,2.55,2.55,-1.557,4.06316E-11,5.15889E-10
LOC101928626,2.549,2.549,-1.401,1.70439E-10,1.95376E-09
SCG2,2.549,2.549,-1.729,3.42457E-08,2.58912E-07
SLC5A8,2.549,2.549,-3.519,0.0013387,0.003387653
SOWAHD,2.548,2.548,-2.583,1.00778E-06,5.60726E-06
PPP1R14D,2.548,2.548,-3.109,1.76328E-05,7.34143E-05
NCAM2,2.548,2.548,-1.49,0.007335467,0.015054423
LOC101928627,2.547,2.547,-2.031,7.95413E-09,6.76564E-08
LOC101927588,2.547,2.547,-2.897,4.89632E-05,0.000182924
GP6,2.547,2.547,-3.221,0.000225915,0.000707871
LCTL,2.546,2.546,-1.14,6.25919E-10,6.48568E-09
LINC01484,2.546,2.546,-1.748,1.7481E-06,9.19985E-06
CD163,2.546,2.546,-2.037,3.88156E-06,1.89322E-05
LOC100996385,2.546,2.546,-3.613,0.003766451,0.008396208
CT55,2.545,2.545,-3.62,0.001202739,0.003083559
ST3GAL6-AS1,2.544,2.544,-1.204,1.33444E-12,2.10995E-11
LINC01814,2.544,2.544,0.594,5.12384E-12,7.4493E-11
ZSCAN5B,2.544,2.544,-3.018,1.19451E-05,5.19456E-05
SLIT2,2.543,2.543,2.457,2.7356E-18,9.54761E-17
WNT3A,2.542,2.542,-3.05,2.63954E-05,0.000105428
LINC02187,2.542,2.542,-3.367,0.000385812,0.001134349
TAC4,2.541,2.541,-1.179,2.31749E-08,1.8008E-07
ABCC2,2.54,2.54,0.998,5.05399E-22,2.7585E-20
SHE,2.54,2.54,-1.33,3.25657E-06,1.61764E-05
OR13C2,2.54,2.54,-3.622,0.004284057,0.009411132
LINC00703,2.539,2.539,-2.934,2.28767E-05,9.26811E-05
LINC00324,2.538,2.538,2.842,7.57271E-25,6.01857E-23
KLHL41,2.538,2.538,-2.483,1.08472E-06,5.98392E-06
KLLN,2.537,2.537,-0.403,3.63308E-08,2.72764E-07
ACMSD,2.537,2.537,-3.454,0.002093313,0.005027636
LOC100288175,2.536,2.536,0.417,5.24911E-21,2.57354E-19
WFDC1,2.536,2.536,-0.065,5.24545E-16,1.36412E-14
IL2RB,2.536,2.536,-1.298,3.55777E-08,2.6782E-07
LOC100507194,2.535,2.535,-2.744,1.56725E-06,8.3333E-06
LINC01350,2.534,2.534,-3.532,0.00544516,0.011582151
MRGPRX4,2.533,2.533,-3.137,4.64589E-05,0.00017472
LY9,2.532,2.532,-1.458,6.07136E-10,6.29969E-09
FAM159B,2.532,2.532,-3.217,0.000674409,0.001851193
ACSBG1,2.531,2.531,0.04,4.39257E-12,6.48182E-11
KCNJ9,2.531,2.531,-2.672,6.56527E-05,0.000237404
HSFY1,2.531,2.531,-3.29,0.000100531,0.00034591
TUBB1,2.53,2.53,-0.802,8.05137E-12,1.13619E-10
SPN,2.529,2.529,-0.53,1.19534E-12,1.90539E-11
PAQR9-AS1,2.529,2.529,-1.43,3.08641E-12,4.64829E-11
SLC45A1,2.529,2.529,-1.636,2.43583E-09,2.26867E-08
DRP2,2.529,2.529,-1.15,3.23071E-09,2.95195E-08
LOC101927657,2.529,2.529,-2.538,6.13196E-08,4.3857E-07
LINC02259,2.529,2.529,-3.167,0.000244707,0.000759712
SLFN12L,2.527,2.527,-0.594,6.98732E-10,7.17126E-09
MIR1291,-2.526,2.526,-3.506,0.0749394,0.114917903
BAIAP3,2.525,2.525,0.542,1.42563E-21,7.50978E-20
LINC02384,2.525,2.525,-1.496,2.89024E-10,3.19316E-09
ATP2B2,2.525,2.525,-0.481,0.008362713,0.016869162
LINC01907,2.522,2.522,-1.181,2.30395E-15,5.46457E-14
GRAMD1C,2.522,2.522,1.398,2.77652E-12,4.19273E-11
LOC338963,2.522,2.522,-3.211,0.000466197,0.001337363
FAP,2.521,2.521,3.231,1.03653E-20,4.94284E-19
PHF24,2.521,2.521,0.332,0.00014376,0.000476487
MIR6514,2.521,2.521,-3.124,0.000155716,0.000511474
CAPN9,2.52,2.52,-3.277,0.000236213,0.000736065
FCER2,2.52,2.52,-3.55,0.003145903,0.007183252
ZNF425,2.519,2.519,2.343,7.46683E-26,6.71156E-24
BCYRN1,2.519,2.519,5.377,1.00943E-15,2.53488E-14
MPPED2,2.519,2.519,-1.414,5.52905E-07,3.25464E-06
LOC100505851,2.518,2.518,-2.27,5.17707E-08,3.75852E-07
RGSL1,2.518,2.518,-1.928,0.000125805,0.000423356
LHFPL3,2.518,2.518,-3.097,0.006059464,0.012713313
SMCR2,2.515,2.515,-3.122,2.57769E-05,0.000103299
LOC105371430,2.514,2.514,-3.199,3.67666E-05,0.000141753
LOC107986927,2.513,2.513,-0.03,1.12425E-13,2.08733E-12
OR10V2P,2.513,2.513,-3.272,0.000259806,0.000799791
SH3GL2,2.513,2.513,-2.659,0.002218176,0.005284938
RGPD4-AS1,2.512,2.512,0.313,3.84762E-22,2.14134E-20
MORN5,2.512,2.512,-3.506,0.001129248,0.002913331
SIDT1,2.511,2.511,1.285,1.19338E-18,4.39532E-17
LOC285626,2.51,2.51,-1.087,8.07685E-14,1.52922E-12
SIGLEC10,2.51,2.51,-1.644,3.34462E-11,4.28744E-10
LOC100506497,2.51,2.51,-3.307,0.001688863,0.004148622
FAM53A,2.509,2.509,0.578,1.10213E-13,2.0513E-12
COL28A1,2.509,2.509,-0.573,2.7019E-12,4.08549E-11
ABCG5,2.509,2.509,-2.131,2.71341E-10,3.00692E-09
LOC554223,2.509,2.509,-1.822,2.09096E-07,1.34974E-06
GATA3,2.509,2.509,-2.027,8.78805E-05,0.000307141
TRPM6,2.508,2.508,-0.063,3.03676E-15,7.084E-14
WNT10B,2.508,2.508,-1.659,1.85371E-11,2.46845E-10
LOC101927839,2.508,2.508,-3.014,8.82147E-06,3.95752E-05
HESX1,2.507,2.507,-1.716,2.38255E-08,1.84629E-07
SLC51B,2.507,2.507,-3.288,0.000458026,0.001317428
MAP7D2,2.506,2.506,0.076,4.82315E-13,8.17122E-12
SMC2-AS1,2.505,2.505,1.62,7.36281E-17,2.17722E-15
TERB2,2.505,2.505,-2.938,7.49582E-05,0.000266334
PPP1R9A,2.504,2.504,-1.464,0.001268913,0.003230182
FTLP10,2.504,2.504,-3.41,0.002015078,0.004861901
MYBPC2,2.504,2.504,-2.559,0.008313397,0.016780142
TPI1P2,2.503,2.503,0.208,4.93783E-22,2.70161E-20
SLC23A1,2.503,2.503,-1.18,6.60162E-09,5.69868E-08
LAG3,2.503,2.503,-2.294,1.94752E-07,1.26363E-06
C9orf153,2.502,2.502,-1.952,1.20615E-07,8.16269E-07
RGS9BP,2.501,2.501,-2.609,2.04212E-08,1.60891E-07
CILP,2.501,2.501,-3.191,8.82555E-05,0.000308271
C1orf220,2.5,2.5,-0.677,5.06901E-14,9.94096E-13
AATK,2.5,2.5,0.673,9.75345E-13,1.57804E-11
CFB,2.5,2.5,-2.151,2.72406E-12,4.11626E-11
G6PC2,2.5,2.5,-3.503,0.0120247,0.023143128
CTNNA2,2.499,2.499,0.148,0.000426644,0.001239255
LINC01197,2.497,2.497,-2.06,9.59018E-08,6.60867E-07
LRRC32,2.497,2.497,-2.92,0.000962091,0.002533402
SLC6A16,2.496,2.496,-1.732,2.17154E-06,1.11669E-05
SELP,2.496,2.496,-2.734,0.000180611,0.000582351
KLHL6-AS1,2.495,2.495,-2.131,1.33528E-07,8.95756E-07
LOC100507406,2.495,2.495,-3.38,0.000317045,0.000954719
LOC100996720,2.493,2.493,-2.189,4.6647E-05,0.00017534
SPINK4,2.492,2.492,-2.528,1.17068E-07,7.94636E-07
NUTM2B,2.491,2.491,0.826,8.07327E-19,3.08377E-17
NUGGC,2.491,2.491,-0.913,2.61535E-14,5.29878E-13
LOC101928682,2.491,2.491,-3.276,0.000220268,0.00069267
DPP4,2.49,2.49,0.57,1.57463E-14,3.29945E-13
KLK14,2.489,2.489,-3.411,0.000788984,0.002129561
SCARNA6,2.488,2.488,3.206,1.48835E-16,4.21936E-15
ANKRD31,2.488,2.488,-1.455,7.10213E-11,8.67225E-10
CACNA1G,2.488,2.488,-1.28,5.74642E-08,4.1387E-07
ATP1A3,2.488,2.488,1.668,0.009916261,0.019546883
CFAP100,2.487,2.487,-2.7,2.17166E-06,1.11669E-05
SELL,2.487,2.487,-2.887,1.62472E-05,6.82396E-05
MUC3A,2.487,2.487,-3,0.002809045,0.006513224
KCNK5,2.486,2.486,-2.077,5.29928E-07,3.13159E-06
BTBD19,2.485,2.485,1.201,2.44515E-20,1.10329E-18
LDLRAD4,2.485,2.485,-0.686,5.6551E-06,2.65204E-05
ADD2,2.485,2.485,-0.14,0.00014516,0.000480774
PAX6,2.484,2.484,-0.113,2.27173E-11,2.97956E-10
BEND2,2.483,2.483,-2.336,1.59196E-05,6.70227E-05
MGARP,2.482,2.482,-1.051,3.03842E-10,3.33607E-09
CCNYL2,2.482,2.482,-1.972,2.91626E-08,2.23088E-07
LOC101928402,2.482,2.482,-2.625,1.02646E-06,5.70142E-06
FAM182A,2.481,2.481,-1.231,5.07405E-07,3.01106E-06
LINC00700,2.481,2.481,-3.29,0.000730007,0.001987665
PCDH8,2.481,2.481,-3.069,0.021812492,0.038903524
GIPC2,2.48,2.48,1.139,3.88071E-15,8.93312E-14
GPR65,2.48,2.48,-3.404,0.00124218,0.003173183
LOC102724450,2.478,2.478,-2.279,2.6576E-09,2.45904E-08
HLA-DQB1-AS1,2.477,2.477,-3.43,0.002633237,0.006150285
C1S,2.476,2.476,2.556,8.47905E-24,5.81997E-22
DNAH7,2.476,2.476,-0.06,1.11082E-11,1.53422E-10
MIR331,2.476,2.476,-3.48,0.006275937,0.013105583
ELOA3B,2.475,2.475,-3.538,0.008079125,0.016361221
KRTAP29-1,2.474,2.474,-3.684,0.002585599,0.006052738
MYLK3,2.473,2.473,1.326,2.99024E-21,1.49519E-19
LINC02338,2.472,2.472,-2.669,1.86678E-06,9.7497E-06
LOC101929759,2.472,2.472,-3.437,0.003059824,0.007021382
NR4A2,2.471,2.471,0.543,4.77913E-16,1.24571E-14
CYP4A11,2.471,2.471,-2.697,1.29881E-05,5.59421E-05
CYP4Z1,2.47,2.47,-3.252,0.001889709,0.004591205
CD96,2.469,2.469,-1.346,4.36132E-08,3.22311E-07
LOC101928098,2.469,2.469,-3.354,0.000772659,0.002092731
RBM20,2.468,2.468,-1.116,2.9563E-08,2.25845E-07
SKAP1,2.468,2.468,-2.557,1.17306E-05,5.11373E-05
PMEL,2.467,2.467,1.495,1.48891E-17,4.79054E-16
ADAMTS19-AS1,-2.467,2.467,-3.522,0.077041143,0.117782056
LOC102724623,2.466,2.466,-2.512,9.41918E-07,5.27832E-06
NANOGNB,2.466,2.466,-3.315,0.000546639,0.001540615
TTYH2,2.464,2.464,0.418,2.06048E-13,3.69533E-12
UBE2F-SCLY,2.464,2.464,0.143,1.15069E-10,1.35964E-09
MIR1289-1,2.464,2.464,-3.08,9.76415E-06,4.32814E-05
ADRA1A,2.463,2.463,-2.979,1.12903E-05,4.93891E-05
FAM155A,2.463,2.463,-2.521,0.000167922,0.00054681
CACNA1D,2.46,2.46,-1.109,1.76775E-07,1.1566E-06
SAXO1,2.46,2.46,-2.764,3.8303E-06,1.87063E-05
LINC01273,2.459,2.459,-1.268,2.26644E-09,2.11787E-08
MORC2-AS1,2.459,2.459,-1.98,3.1395E-06,1.56326E-05
CLEC5A,2.458,2.458,-1.474,6.97817E-07,4.02502E-06
LOC105371620,2.458,2.458,-2.673,1.79112E-06,9.39353E-06
GAS5-AS1,2.457,2.457,1.092,1.01192E-17,3.32808E-16
TEX19,2.457,2.457,-3.066,3.05115E-05,0.000120059
CADM2,2.457,2.457,-1.476,0.012092253,0.023257334
CFAP206,2.456,2.456,-1.295,1.16153E-09,1.13846E-08
CPXM2,2.456,2.456,-2.849,5.95819E-06,2.77922E-05
LOC613038,2.455,2.455,0.273,4.48679E-15,1.0245E-13
LINC02192,2.455,2.455,-3.179,0.000930475,0.002459873
LOC101927267,2.454,2.454,-1.295,2.09615E-10,2.36453E-09
LOC101927827,2.454,2.454,-2.501,0.000647869,0.001790911
NOL4,2.454,2.454,-2.962,0.018497186,0.03367463
GTSF1,2.452,2.452,-1.995,1.71027E-08,1.36985E-07
WASIR2,2.451,2.451,-3.149,0.000254005,0.000784173
C22orf31,2.451,2.451,-3.335,0.003267068,0.007428463
PLA2G2D,2.45,2.45,-1.311,8.98025E-13,1.45919E-11
ST8SIA4,2.45,2.45,-1.47,2.06862E-10,2.33814E-09
LINC01108,2.448,2.448,-2.271,3.7989E-08,2.84272E-07
CLNK,2.448,2.448,-2.403,5.91319E-06,2.76221E-05
GFRA1,2.448,2.448,-3.435,0.001967504,0.004761317
ITIH4,2.447,2.447,-1.239,7.57533E-08,5.32719E-07
TMEM255A,2.447,2.447,-1.274,1.71514E-05,7.16652E-05
LOC105378044,2.447,2.447,-3.38,0.000784157,0.0021183
KLF14,2.447,2.447,-3.566,0.005728145,0.012105637
PCP4,2.447,2.447,-2.401,0.01790748,0.032774913
BRIP1,2.446,2.446,4.504,4.03926E-21,2.00643E-19
LINC01629,2.444,2.444,-2.609,1.07425E-06,5.93774E-06
PKD1L2,2.443,2.443,0.036,3.51029E-13,6.05111E-12
CBLN2,2.443,2.443,-2.65,8.52808E-05,0.000299024
MIR1255A,-2.443,2.443,-3.525,0.089575226,0.134404376
BNIPL,2.442,2.442,1.815,9.48141E-19,3.56158E-17
NEK10,2.442,2.442,0.942,2.22198E-18,7.93851E-17
CD79A,2.442,2.442,-2.312,1.88132E-09,1.78151E-08
TEC,2.441,2.441,-1.108,1.1335E-08,9.38752E-08
STX1B,2.44,2.44,0.155,1.11376E-10,1.32014E-09
LOC101927636,2.44,2.44,-2.306,0.000128581,0.000431478
C20orf202,2.44,2.44,-3.439,0.002559114,0.005998809
ARHGEF6,2.439,2.439,-0.501,1.02977E-10,1.227E-09
LOC105377448,2.439,2.439,-3.519,0.01293762,0.024646765
MGAM,2.438,2.438,0.963,5.62679E-14,1.09057E-12
SCARNA1,2.438,2.438,-1.583,6.60954E-11,8.10572E-10
GGT5,2.438,2.438,-1.638,4.81E-08,3.52137E-07
LOC285593,2.438,2.438,-3.388,0.000331678,0.000991662
PLP1,2.438,2.438,-0.878,0.010326383,0.020237317
PLEKHA6,2.437,2.437,2.488,2.58234E-17,7.97988E-16
GEM,2.436,2.436,1.624,1.06756E-14,2.30518E-13
SHOX,2.436,2.436,-1.43,7.69311E-10,7.8142E-09
C8G,2.435,2.435,-2.157,1.4517E-08,1.17774E-07
LINC02112,2.435,2.435,-2.079,4.97704E-06,2.36341E-05
PCAT7,2.435,2.435,-2.961,5.3405E-05,0.000197498
C5orf64,2.434,2.434,-0.618,1.24183E-10,1.46275E-09
STK31,2.434,2.434,-1.004,2.93852E-07,1.8306E-06
AQP7,2.433,2.433,-1.575,9.99224E-08,6.86902E-07
FFAR1,2.433,2.433,-2.521,4.81406E-07,2.86805E-06
CEACAM16,2.433,2.433,-3.04,1.50924E-05,6.39823E-05
SFTPC,2.433,2.433,-3.088,3.09536E-05,0.000121682
ALOX15,2.433,2.433,-2.898,0.000324239,0.000973146
SAPCD1,2.433,2.433,-3.311,0.000791133,0.002134091
FAM83E,2.432,2.432,0.706,4.32781E-19,1.7138E-17
RBAKDN,2.432,2.432,-3.502,0.008747313,0.017555855
APOL4,2.431,2.431,1.119,2.08534E-22,1.19996E-20
LINC02142,2.431,2.431,-2.796,3.28968E-05,0.000128234
STRA8,2.431,2.431,-3.318,0.000170714,0.000555175
