GENE_SYMBOL,Log_FoldChange,adjLogFoldChange,logCPM,PValue,FDR_adjusted_P.value
NEUROD1,0.84,0.84,-3.234,0.147771936,0.446329511
LOC105378044,0.84,0.84,-3.687,0.23190832,0.568071818
RSPH14,-0.84,0.84,-3.361,0.37527798,0.716219959
SFTPC,-0.84,0.84,-3.599,0.436754047,0.765953596
KRTAP2-3,0.839,0.839,-0.585,0.082002433,0.318493659
PRRT2,-0.839,0.839,-1.211,0.155550309,0.459698034
FAM183BP,0.839,0.839,-3.751,0.255300453,0.59844883
MIR8058,0.839,0.839,-3.789,0.379523361,0.719808031
OR7D2,0.838,0.838,-0.99,0.00059761,0.008215282
CASC1,0.838,0.838,-2.827,0.113903026,0.387127597
TRIM60,0.838,0.838,-3.787,0.394546717,0.733093719
MN1,-0.837,0.837,2.786,0.000227557,0.003628989
CYTB,-0.837,0.837,6.198,0.037950507,0.194345438
GRASP,0.837,0.837,-2.984,0.065959327,0.277884779
LAG3,0.837,0.837,-2.651,0.098999101,0.356618297
TRIM26,-0.837,0.837,-2.976,0.208853278,0.53698014
EDNRB,0.837,0.837,-3.289,0.280243769,0.625162716
TTC6,0.836,0.836,-0.386,0.003068396,0.030843633
LOC101928994,0.836,0.836,-2.229,0.009434666,0.072924117
RBM44,0.836,0.836,-2.073,0.035093945,0.18443624
PCDH17,0.836,0.836,-1.954,0.185595608,0.505828296
TOX3,0.836,0.836,-3.619,0.326761246,0.671632224
SCARF2,-0.835,0.835,-0.155,0.001117598,0.013823746
CCDC38,0.835,0.835,-1.45,0.014071818,0.096872377
MIR144,0.835,0.835,-3.011,0.088758933,0.333578022
MIR5692C2,0.835,0.835,-3.498,0.198696729,0.524577316
NOD2,0.834,0.834,1.572,0.002710455,0.027966908
GREM1,0.834,0.834,-0.804,0.006494662,0.055449234
FOXA2,-0.833,0.833,2.699,5.21825E-07,1.68005E-05
SCML4,0.833,0.833,-1.628,0.00068852,0.009269977
SLC5A10,0.833,0.833,-2.614,0.030285395,0.16632634
MIR583,-0.833,0.833,-3.852,0.542872231,0.838600001
SLITRK5,0.832,0.832,-1.026,0.000421139,0.006090884
DACT2,-0.832,0.832,-0.654,0.002467345,0.026150801
MYO3B,-0.832,0.832,0.558,0.012650268,0.089669978
LINC01135,0.832,0.832,-2.308,0.016337785,0.107895302
GNRHR,-0.832,0.832,-2.788,0.09368292,0.345364431
SPON1-AS1,-0.832,0.832,-3.524,0.181069176,0.499125417
SLC10A1,0.831,0.831,-1.315,0.010181604,0.077112597
BHLHA15,0.831,0.831,-2.989,0.085540987,0.327016524
MIR5009,0.831,0.831,-3.793,0.401746081,0.739225792
PLEKHG4B,0.83,0.83,-2.251,0.064685365,0.274110111
RNF225,-0.83,0.83,-1.96,0.084068057,0.323221163
LINC00535,0.83,0.83,-3.741,0.285152741,0.630049021
TSPAN18,0.83,0.83,-3.503,0.33863379,0.684296536
TMEM169,0.829,0.829,-1.472,0.000978487,0.012392863
LOC102724434,0.829,0.829,-0.746,0.019617843,0.123249543
SULT1C4,0.829,0.829,-2.671,0.04800222,0.226010387
FASN,-0.828,0.828,8.501,0.005874258,0.051477969
CYP4Z1,-0.828,0.828,-3.717,0.432955692,0.76314296
SMIM6,0.827,0.827,-2.017,0.002190179,0.023909002
ESYT3,0.827,0.827,-0.822,0.003618757,0.035104756
SDS,0.827,0.827,-1.683,0.00946111,0.073054766
IGSF11,0.827,0.827,-2.087,0.024648305,0.143895817
GPR1,-0.827,0.827,-1.971,0.035499496,0.186068445
LOC101929698,0.827,0.827,-2.389,0.043586456,0.212387174
SLC34A3,-0.827,0.827,-1.945,0.049627027,0.230673972
REC114,0.827,0.827,-3.179,0.102166769,0.363548738
NFAM1,0.827,0.827,-2.322,0.117024702,0.392896081
CALML6,-0.827,0.827,-3.503,0.31444974,0.659167185
LINC01598,-0.827,0.827,-3.692,0.389654916,0.729248859
SH3KBP1,0.826,0.826,4.701,1.71191E-07,6.08482E-06
DCAF4L1,0.826,0.826,-1.623,0.007590019,0.062333559
GPR82,0.826,0.826,-1.093,0.022116348,0.133599153
STK31,0.826,0.826,-1.448,0.022637894,0.135955885
SPATA19,-0.826,0.826,-3.281,0.146378118,0.443990975
GABRQ,0.826,0.826,-3.86,0.199050353,0.524855027
TEX29,0.826,0.826,-3.607,0.239303019,0.578057554
LOC339529,0.826,0.826,-3.78,0.30799755,0.652173982
DNER,0.825,0.825,0.824,0.000156636,0.002615769
LOC440600,0.825,0.825,-1.797,0.002485305,0.026328592
LOC102724596,0.825,0.825,-2.592,0.023258319,0.138706997
SHCBP1L,0.825,0.825,-3.329,0.297059093,0.642079299
LOC105369486,0.824,0.824,-3.248,0.104557688,0.368690322
IGSF10,0.824,0.824,-2.306,0.225609128,0.559551946
ALX3,0.824,0.824,-3.776,0.23647478,0.574108747
HTR3B,0.823,0.823,-1.988,0.006430485,0.05504941
SPARCL1,0.823,0.823,-2.069,0.139659897,0.433079657
LOC101928322,0.823,0.823,-3.757,0.242192414,0.581654537
MTRNR2L2,0.823,0.823,-3.111,0.268247112,0.612195355
SLC29A4,-0.822,0.822,0.95,0.001091097,0.013579119
PCDHGB3,-0.822,0.822,-1.229,0.00411477,0.038815123
NPTXR,0.822,0.822,-1.761,0.017119842,0.111334104
LCN12,0.822,0.822,-2.605,0.026523802,0.151277601
KRT16,-0.822,0.822,9.232,0.030593479,0.167363183
C22orf15,0.822,0.822,-1.675,0.051241325,0.235515048
NHS-AS1,-0.822,0.822,-3.69,0.21526841,0.546358304
KRT23,0.821,0.821,4.901,5.07077E-12,3.65737E-10
CIART,-0.821,0.821,1.457,0.015896725,0.10592254
ZNF99,0.821,0.821,-2.568,0.017874883,0.11486564
TMEM155,-0.821,0.821,-2.631,0.118486858,0.395678504
DRD4,0.821,0.821,-3.804,0.356751524,0.701454065
GSAP,0.82,0.82,2.429,3.21193E-06,8.65935E-05
TEKT2,0.82,0.82,-1.908,0.008351039,0.066470205
CRNN,-0.82,0.82,-0.531,0.049621514,0.230673972
DDX11L2,0.82,0.82,-2.238,0.090877184,0.338390319
RSPO1,0.82,0.82,-3.443,0.138013916,0.430433686
QRFPR,0.82,0.82,-3.828,0.279485852,0.62449992
IL1RAPL1,-0.82,0.82,-3.526,0.475028171,0.792367535
RGS17,0.819,0.819,2.282,0.000575906,0.007976153
FAM153B,0.819,0.819,-1.17,0.013517761,0.093949614
CPEB1-AS1,0.819,0.819,-2.379,0.028695763,0.16000913
LOC101929159,0.818,0.818,-1.505,0.009491591,0.073158976
FCN3,0.818,0.818,-3.167,0.112478135,0.384297413
SNORA70G,0.817,0.817,-3.648,0.186683018,0.507360318
CSF3R,0.816,0.816,-1.297,0.020446689,0.127019912
LOC105373805,0.816,0.816,-2.599,0.021954654,0.133039453
CD3G,0.816,0.816,-2.117,0.029208411,0.161973252
ADAM11,0.816,0.816,-2.31,0.067567397,0.28223871
LOC285766,0.816,0.816,-3.707,0.206775115,0.534026266
RBFOX1,0.816,0.816,-2.225,0.373392372,0.715586315
C11orf72,0.815,0.815,1.636,2.36898E-06,6.62806E-05
LOC101927811,0.815,0.815,-1.598,0.001676744,0.01918067
ADGRD1,0.815,0.815,-0.927,0.006833221,0.057565414
CPNE5,0.815,0.815,-1.595,0.008505405,0.067289021
CLEC3A,0.815,0.815,-2.818,0.056263795,0.251488975
GDF1,0.815,0.815,-3.534,0.207130034,0.534394438
LOC285626,0.814,0.814,-1.593,0.007347788,0.060793713
PCAT18,0.814,0.814,-3.02,0.095560879,0.349733926
PDE11A,0.813,0.813,-1.325,0.002405224,0.025676139
BRINP1,-0.813,0.813,-1.59,0.113729389,0.386847093
LINC01657,0.813,0.813,-3.773,0.256823569,0.599930135
ICAM1,0.812,0.812,3.725,9.73555E-06,0.00023008
ADGRL3,-0.812,0.812,-0.044,0.001792206,0.020302838
CASTOR1,-0.812,0.812,1.87,0.002203237,0.024016151
H19,-0.812,0.812,0.188,0.003052488,0.03076667
ZFPM2,0.812,0.812,-0.442,0.003469304,0.033877185
ERG,0.812,0.812,-0.681,0.006387791,0.05478949
FAM180B,0.812,0.812,-3.303,0.12160704,0.401485412
SDC3,-0.811,0.811,4.252,1.78881E-05,0.000396988
ANKLE1,0.811,0.811,0.841,0.000394249,0.005773401
LOC105375401,0.811,0.811,-3.05,0.058445178,0.257815655
SCARNA18B,0.811,0.811,-3.027,0.079562778,0.312940355
LINC02096,-0.811,0.811,-3.201,0.131114083,0.418873595
LOC105373191,0.811,0.811,-3.062,0.147042349,0.445154782
RGL3,0.811,0.811,-3.107,0.178868521,0.49523927
SLC29A3,-0.81,0.81,-0.065,6.42018E-05,0.001219011
FABP2,0.81,0.81,-1.332,0.003334612,0.032877014
PTGDR2,0.81,0.81,-2.162,0.015255556,0.102884691
SLCO4C1,0.81,0.81,-2.454,0.019415625,0.122359745
MIR214,0.81,0.81,-2.872,0.08214048,0.318900867
LOC107986321,0.81,0.81,-3.555,0.139458268,0.432690703
LOC100129138,0.81,0.81,-3.609,0.276165871,0.620653
GJD4,0.809,0.809,-1.705,0.000919829,0.011859551
LOC100505782,0.809,0.809,-2.43,0.018318871,0.117093268
ZNF311,-0.809,0.809,-0.6,0.291890679,0.637184896
KLK1,0.809,0.809,-3.739,0.386032862,0.726017612
MAN1C1,0.808,0.808,-0.788,0.004500531,0.041588726
PTPN22,0.808,0.808,-1.144,0.014330051,0.098226979
CLDN6,0.808,0.808,-2.308,0.027896162,0.156929154
DIRAS1,0.808,0.808,-2.607,0.201098125,0.527585103
ANXA2R,0.807,0.807,-1.121,0.002106693,0.023202865
LVRN,0.807,0.807,-2.285,0.040373335,0.201730461
TMEM204,-0.807,0.807,-2.415,0.055978109,0.250856013
CLN8,-0.806,0.806,3.958,0.00181487,0.020538631
TAS2R31,0.806,0.806,-3.197,0.139010093,0.431842991
MB21D1,0.805,0.805,3.928,9.45195E-06,0.000224093
SMPD3,0.805,0.805,-1.468,0.004055117,0.038399162
C1orf228,0.805,0.805,-2.562,0.058650953,0.258415496
GBX2,0.805,0.805,-3.702,0.490920094,0.802205679
SPATA13,-0.805,0.805,-3.673,0.547348398,0.84141891
NAPA,0.804,0.804,6.053,4.94169E-09,2.31115E-07
CXCL1,0.804,0.804,4.859,7.20701E-05,0.001343026
TMEM236,0.803,0.803,-0.574,0.000195524,0.003182093
IL12RB2,0.803,0.803,0.447,0.000305373,0.004643306
STEAP2-AS1,0.803,0.803,-2.95,0.116426688,0.391923041
MIR106B,-0.803,0.803,-3.477,0.212806411,0.542815926
UGT2B17,-0.803,0.803,-2.974,0.250978867,0.593013473
CLEC12A,0.803,0.803,-3.651,0.270839072,0.614966436
ZNF843,0.802,0.802,-1.445,0.004190338,0.039344194
RASL10A,0.802,0.802,-2.54,0.061141843,0.26482083
ZSWIM8-AS1,-0.802,0.802,-3.056,0.276273568,0.620723342
MIR1205,0.802,0.802,-3.786,0.304700565,0.650295229
VGLL1,-0.801,0.801,-0.11,0.000417661,0.006052404
AKAP5,0.801,0.801,-1.064,0.013514149,0.093949614
LINC00311,0.801,0.801,-2.772,0.104035459,0.367633075
FPR3,0.801,0.801,-2.954,0.131916101,0.420567765
MYO7B,0.801,0.801,-2.915,0.221574697,0.554842394
CLDN8,0.8,0.8,-2.773,0.154621989,0.458197712
TMEM212-AS1,0.8,0.8,-3.545,0.254816485,0.597819011
EHHADH-AS1,0.8,0.8,-3.823,0.284103657,0.628997681
PRDM1,0.799,0.799,2.556,9.46412E-05,0.001699639
GPAT3,0.799,0.799,1.288,0.00744859,0.061376273
COX2,-0.799,0.799,9.029,0.013524684,0.093949614
MYB,0.799,0.799,-0.586,0.025462229,0.147338731
NUB1,0.798,0.798,5.477,3.21795E-07,1.08149E-05
MCHR2,0.798,0.798,-3.347,0.142784608,0.437451394
LINC02402,0.798,0.798,-3.629,0.168391612,0.479757923
MNX1-AS1,-0.798,0.798,-3.609,0.382628323,0.722842113
MAP3K8,0.797,0.797,1.224,0.000625457,0.008566292
LAMA2,0.797,0.797,0.893,0.000691828,0.009308872
LRRC73,-0.797,0.797,-1.361,0.010818926,0.080489764
GNB3,-0.797,0.797,-1.365,0.042942114,0.210030618
RERG,0.797,0.797,-1.984,0.053837346,0.244280359
FAM129C,0.796,0.796,0.064,0.000312572,0.004743029
MUC20,0.796,0.796,-2.315,0.016191987,0.107201032
RDH12,-0.796,0.796,-0.77,0.035795659,0.187233101
KCNN3,0.796,0.796,-2.135,0.059810386,0.261727661
LRRC32,0.796,0.796,-3.23,0.224664036,0.558324076
OSR1,-0.795,0.795,0.081,0.000188404,0.003082031
HLA-J,0.795,0.795,-3.23,0.139036631,0.431865039
LRRC24,-0.795,0.795,-3.662,0.583527465,0.859796444
FLJ42102,0.794,0.794,-2.658,0.043116283,0.210743285
PDZD9,0.794,0.794,-2.386,0.045377798,0.217845082
EPHA7,0.794,0.794,-2.933,0.340234198,0.685560336
MIR744,-0.794,0.794,-3.79,0.351132087,0.695679115
ZC3H12C,0.793,0.793,3.933,1.62298E-12,1.23053E-10
CCDC158,0.793,0.793,-1.551,0.008243088,0.065894277
LOC101930100,0.793,0.793,-2.935,0.041174544,0.204126866
RDH10-AS1,0.793,0.793,-1.38,0.101939507,0.363084034
NPSR1,0.793,0.793,-3.342,0.130233632,0.417706671
MDGA2,0.793,0.793,-2.001,0.134330297,0.424275068
TNFSF12-TNFSF13,-0.793,0.793,-0.493,0.196331283,0.521398619
MIR7976,0.793,0.793,-3.836,0.365987789,0.709903356
CAPN6,0.793,0.793,-3.773,0.369094445,0.712498532
OTOP3,-0.793,0.793,-3.544,0.414565799,0.748320405
SLITRK6,-0.792,0.792,2.104,0.000436696,0.006291312
LINC00635,0.792,0.792,-1.22,0.007715356,0.06310627
LINC02080,0.792,0.792,-1.202,0.012134479,0.087001055
ADORA2A,0.792,0.792,-2.653,0.048671783,0.227943463
TOX2,-0.792,0.792,-3.531,0.331863199,0.677106995
IFI30,0.791,0.791,4.293,4.71132E-05,0.000929502
EPN3,-0.791,0.791,4.988,0.000277751,0.004299817
OR52I1,0.791,0.791,-3.52,0.225090218,0.558639169
GLRA4,-0.79,0.79,-1.52,0.055132237,0.248128574
LINC02259,0.79,0.79,-3.477,0.192432392,0.516417631
ATP1A2,0.79,0.79,-1.056,0.316728554,0.661663047
LOC100268168,0.789,0.789,-1.06,0.001914662,0.021471087
FZD2,-0.789,0.789,0.759,0.003405002,0.033381345
MTMR7,0.789,0.789,-0.944,0.008176242,0.06557241
GPT,-0.789,0.789,-1.048,0.017153395,0.111519657
RSPH4A,0.789,0.789,-2.41,0.029255982,0.1621561
LINC00515,0.789,0.789,-2.978,0.060432162,0.262924511
HPCAL4,-0.789,0.789,-2.049,0.083701776,0.322314952
SAMD12-AS1,0.789,0.789,-3.173,0.105391066,0.370804961
MS4A4E,-0.789,0.789,-3.28,0.39707123,0.735374603
LOC388692,0.788,0.788,2.58,6.06111E-06,0.000150109
DRC3,0.788,0.788,-0.074,0.00022955,0.003652896
PABPN1L,0.788,0.788,-3.2,0.142888374,0.43764859
NR3C2,0.787,0.787,-0.983,0.000255096,0.003980876
TUBA8,0.787,0.787,-1.845,0.017372299,0.112646124
LOC105375744,-0.787,0.787,-2.229,0.049954761,0.231612959
FMO5,0.786,0.786,0.015,3.97565E-05,0.000801442
LOC107985209,0.786,0.786,-0.799,0.000129078,0.002226289
SPRR2D,0.786,0.786,2.714,0.000171349,0.002832232
VNN3,0.786,0.786,-0.898,0.002036592,0.022542545
CCR10,-0.786,0.786,-2.071,0.011428996,0.083600641
LINC01449,0.786,0.786,-3.007,0.064551332,0.27403169
TNNI3K,-0.786,0.786,-2.611,0.157121926,0.461091623
TNFAIP2,0.785,0.785,2.94,8.93991E-05,0.00162255
L1CAM,-0.785,0.785,2.621,0.000949482,0.012122263
PKDREJ,0.785,0.785,-1.559,0.007818284,0.063736946
HRASLS,-0.785,0.785,-2.707,0.095324368,0.349116587
SNORA79,0.785,0.785,-3.15,0.131652812,0.419788606
ESPNL,0.785,0.785,-2.892,0.14485635,0.441446151
CACNG7,0.785,0.785,-3.6,0.410992149,0.746145083
STUM,-0.785,0.785,-1.99,0.433676807,0.763548917
ETS2,0.784,0.784,6.963,4.32107E-07,1.41373E-05
LVCAT5,0.784,0.784,-3.546,0.213842578,0.54434661
OTX2-AS1,0.783,0.783,-1.592,0.008789324,0.068987559
SLC14A1,0.783,0.783,-1.587,0.012733322,0.090086225
GABBR2,0.783,0.783,0.244,0.103982106,0.367594284
LOC102723968,0.783,0.783,-3.398,0.243259645,0.583208831
LINC00935,0.783,0.783,-3.531,0.273719893,0.618193304
GPR176,-0.783,0.783,-1.25,0.280668207,0.625317844
ZNF676,-0.783,0.783,-3.802,0.659897906,0.896092348
B3GAT1,0.782,0.782,-1.916,0.096798252,0.351923401
KIF25,0.782,0.782,-2.867,0.138076806,0.430517159
OR5P2,-0.782,0.782,-3.831,0.443716065,0.770250798
PRKD2,0.781,0.781,4.979,2.1887E-05,0.000474536
ARRDC4,-0.781,0.781,5.346,3.31474E-05,0.000689484
CLCF1,0.781,0.781,2.654,0.002332951,0.025061173
C17orf105,0.781,0.781,-1.67,0.002379434,0.025462012
LOC105374524,0.781,0.781,-2.414,0.007168184,0.059618576
LOC254028,0.781,0.781,-1.774,0.007431905,0.061261509
NACAD,-0.781,0.781,2.183,0.018198395,0.116472871
RORA-AS1,0.781,0.781,-2.09,0.021679808,0.131986003
DIRAS3,0.781,0.781,-3.297,0.156214248,0.460491372
HLTF-AS1,0.781,0.781,-3.47,0.197248987,0.522710993
HS3ST1,0.78,0.78,3.434,0.000723538,0.009665296
PAQR5,-0.78,0.78,-0.106,0.000949305,0.012122263
RGR,0.78,0.78,-1.788,0.01057595,0.079159272
PSG6,-0.78,0.78,-1.108,0.024318192,0.142653457
SNORD116-11,0.78,0.78,-2.638,0.060443641,0.262924511
MIR7845,-0.78,0.78,-1.869,0.097109391,0.352530985
CNP,0.779,0.779,6.546,5.67202E-09,2.60339E-07
FFAR1,0.779,0.779,-2.882,0.079093808,0.311758152
SPOCK2,0.779,0.779,-1.328,0.104076541,0.367633075
LRRC18,0.779,0.779,-3.276,0.144990093,0.441446151
FOXB1,0.779,0.779,-3.039,0.253930492,0.596622514
FLT3LG,0.778,0.778,0.688,0.000390367,0.005727882
LINC01359,0.778,0.778,-0.698,0.00108328,0.013512114
LOC105371286,0.778,0.778,-2.393,0.018094625,0.11590891
LPA,0.778,0.778,-3.503,0.327644233,0.672886811
A2ML1,-0.777,0.777,4.579,1.16273E-05,0.000268783
FRRS1L,0.777,0.777,-1.202,0.001174768,0.014362941
ADGB,0.777,0.777,-0.579,0.030082891,0.165664709
CSMD2,0.777,0.777,-1.873,0.062724422,0.269416674
N4BP1,0.776,0.776,5.349,6.93102E-10,3.70018E-08
TMEM217,0.776,0.776,0.633,0.001262207,0.015288943
LINC01372,0.776,0.776,-2.477,0.070099362,0.288541287
LINC01250,0.776,0.776,-2.952,0.088476048,0.332909113
WTAPP1,0.775,0.775,-1.805,0.074211056,0.29979971
LOC101927657,0.775,0.775,-2.92,0.098433855,0.355446699
HOXB13,0.775,0.775,-3.07,0.117025307,0.392896081
VIL1,0.775,0.775,-2.574,0.134571988,0.424586951
KRT12,0.775,0.775,-3.936,0.457660468,0.780877777
LOC101929297,-0.775,0.775,-3.959,0.770197529,0.944064003
TRIM34,0.774,0.774,3.891,4.53756E-06,0.000118031
ATP5L2,0.774,0.774,-1.482,0.002433573,0.02587928
CPB2,0.774,0.774,-2.966,0.080709813,0.315979089
PIK3CG,0.774,0.774,-2.835,0.12466616,0.406974098
TARM1,-0.774,0.774,-3.676,0.460777479,0.782717444
LINC01588,0.773,0.773,1.358,5.67732E-06,0.00014251
CEBPB-AS1,0.773,0.773,-0.243,0.000258835,0.004029441
CHRNA10,0.773,0.773,-1.953,0.001342828,0.016059313
SPDYA,0.773,0.773,-0.929,0.001709433,0.019504391
FAM161A,0.773,0.773,0.941,0.003198914,0.031838655
KCNK7,0.773,0.773,-1.867,0.055986681,0.250856013
SNORD70,0.773,0.773,-2.724,0.076882542,0.306138317
PLPPR1,-0.773,0.773,-3.062,0.227085258,0.56170794
CREB5,0.772,0.772,1.932,0.012730854,0.090086225
LOC439933,0.772,0.772,-2.618,0.01898146,0.120169034
LINC02381,0.772,0.772,-2.484,0.044057568,0.213779561
RYR3,0.772,0.772,1.176,0.073370396,0.297485552
ZNF788,0.771,0.771,0.161,0.000573405,0.007951434
CCDC129,0.771,0.771,-2.121,0.014133658,0.097177103
RBM5-AS1,0.771,0.771,-2.52,0.036921175,0.19096715
SNORA41,0.771,0.771,-3.669,0.244528988,0.584664819
LOC105379143,0.77,0.77,-2.624,0.054563813,0.246744111
SMAD6,-0.769,0.769,-1.741,0.04931263,0.230142875
LRTM1,0.769,0.769,-2.724,0.142840997,0.437563811
PRKCB,0.769,0.769,-0.546,0.310797292,0.654938517
TMEM106A,0.768,0.768,1.794,6.79788E-05,0.001280873
HCN2,-0.768,0.768,-0.553,0.012140593,0.087001055
ROPN1L,0.768,0.768,-2.414,0.047237477,0.223367508
CHST8,0.768,0.768,-3.335,0.154516847,0.458167614
ACMSD,0.768,0.768,-3.773,0.374624906,0.71568233
LEF1-AS1,0.767,0.767,-3.053,0.071801543,0.293333032
ITIH4,0.767,0.767,-1.735,0.074986268,0.301778974
MIR15B,0.767,0.767,-3.235,0.17540792,0.490818064
PPP1R14D,0.767,0.767,-3.463,0.242144453,0.581652729
TSPYL6,-0.767,0.767,-3.702,0.347644883,0.692453249
SOBP,0.766,0.766,1.21,8.27163E-05,0.001516125
GPR137C,0.766,0.766,-1.057,0.004052846,0.038394015
DNAAF1,0.766,0.766,-1.069,0.004761652,0.043477231
LGALS4,0.766,0.766,-2.147,0.012063835,0.086758853
LOC100505851,0.766,0.766,-2.651,0.042078829,0.206880457
COL14A1,0.766,0.766,-2.506,0.068756748,0.285341146
MUC3A,-0.766,0.766,-3.583,0.612137596,0.873765506
BLZF1,0.765,0.765,4.866,2.48553E-05,0.000530413
FSD2,0.765,0.765,-1.453,0.019590495,0.123112545
LOC100506869,0.765,0.765,-3.264,0.167542811,0.478401485
LINC01592,0.765,0.765,-3.695,0.337316639,0.68315153
SNHG21,0.764,0.764,-0.517,0.000326671,0.004923342
SNORD43,0.764,0.764,-2.381,0.023810439,0.140790232
LINC-ROR,0.764,0.764,-2.601,0.07074473,0.290367502
CGB5,0.764,0.764,-2.549,0.128936484,0.415360209
TMEM37,-0.764,0.764,-3.034,0.242301331,0.581814511
HLA-A,-0.764,0.764,-3.467,0.562446437,0.848283219
NFASC,0.763,0.763,1.972,0.000171112,0.002830425
DNAH17,0.763,0.763,0.367,0.003147344,0.031452205
CASC11,0.763,0.763,-1.758,0.012353292,0.088127287
RIMKLA,0.763,0.763,-1.789,0.049783106,0.231221347
HP,0.763,0.763,-1.864,0.055567588,0.249380601
PRH1,-0.763,0.763,-1.863,0.097428961,0.353253529
TMPRSS3,0.763,0.763,-3.233,0.179469725,0.495947249
IP6K3,0.763,0.763,-3.034,0.294767245,0.639602886
LOC648987,0.762,0.762,2.161,1.97992E-06,5.63897E-05
TRG-AS1,0.762,0.762,-1.136,0.002913425,0.029661654
LOC107986266,0.762,0.762,-2.216,0.027169268,0.154049332
KLHL6-AS1,0.762,0.762,-2.537,0.058505495,0.257876899
ESAM,0.762,0.762,-2.83,0.086432024,0.328787539
LOC285593,0.762,0.762,-3.702,0.201067723,0.527585103
ENPP2,0.762,0.762,-2.277,0.229351864,0.564986877
FAT4,-0.761,0.761,3.414,0.000113177,0.001989107
EGLN3,-0.761,0.761,3.879,0.007652694,0.062709183
UCP2,-0.761,0.761,0.311,0.03142828,0.170775288
PGLYRP4,-0.761,0.761,-0.612,0.037153568,0.191678242
ABCC5-AS1,0.761,0.761,-3.391,0.119012882,0.396783984
MAT1A,0.761,0.761,-2.535,0.305953168,0.651230295
LOC105369911,0.761,0.761,-3.628,0.342735484,0.687544589
SVOP,-0.761,0.761,-1.042,0.423250923,0.756043146
GABRA5,-0.761,0.761,-3.608,0.54104807,0.837295916
LOC100134368,0.76,0.76,-1.369,0.003228645,0.032090358
PRKD1,-0.76,0.76,-1.118,0.011841343,0.085518675
GDF5,-0.76,0.76,-1.625,0.039463597,0.198952776
LOC100507194,0.76,0.76,-3.116,0.109327789,0.378540654
EPHA6,0.76,0.76,-3.484,0.318206643,0.663615774
WDR97,0.759,0.759,-0.803,0.002579203,0.027052406
CCR4,0.759,0.759,-1.691,0.013469245,0.093892972
C3orf84,0.759,0.759,-3.077,0.183748879,0.502902335
TFF1,0.759,0.759,-3.528,0.220588791,0.553527618
MIR3135A,0.759,0.759,-3.516,0.264724701,0.608595595
SEMA3A,0.758,0.758,5.51,6.94564E-10,3.70018E-08
CYP3A4,0.758,0.758,-3.179,0.168158116,0.479572882
PMEL,0.757,0.757,0.778,0.001622106,0.01871953
IKZF4,0.757,0.757,-0.596,0.021406456,0.130773339
PDZD4,-0.757,0.757,-1.726,0.162051946,0.470278771
FAM19A5,0.757,0.757,-3.664,0.300329014,0.644706134
LOC102724323,-0.757,0.757,-3.908,0.496218501,0.80605505
HCG17,0.757,0.757,-4.038,0.621241679,0.877530125
DCP1A,0.756,0.756,4.216,2.27592E-10,1.31324E-08
RNF114,0.756,0.756,5.728,8.79909E-10,4.62108E-08
SNORA38B,-0.756,0.756,-1.147,0.097702626,0.353783837
LINC00566,0.756,0.756,-3.208,0.104059306,0.367633075
LOC102724719,0.756,0.756,-3.216,0.118751369,0.396224341
LOC101929526,0.756,0.756,-2.98,0.128218043,0.414216683
RASGEF1B,0.755,0.755,0.421,3.59886E-05,0.000736855
PRR7,-0.755,0.755,1.413,0.001212003,0.014777522
THAP9,0.755,0.755,0.986,0.003035231,0.030635006
FAM21EP,0.755,0.755,-1.333,0.005822411,0.05110425
MAP1B,-0.754,0.754,4.37,6.85725E-05,0.00128878
FLG,-0.754,0.754,0.755,0.001866307,0.021028995
MIRLET7DHG,0.754,0.754,-2.418,0.034741663,0.183278564
HSPB7,0.754,0.754,-3.272,0.320574213,0.665808034
HLA-DPA1,0.754,0.754,-3.725,0.368715847,0.712018586
CMKLR1,-0.754,0.754,-3.522,0.472780585,0.790636908
DEFB1,0.753,0.753,0.834,0.000114183,0.002003612
SMG7-AS1,0.753,0.753,0.293,0.000319564,0.004826042
OLFML2A,-0.753,0.753,2.994,0.008951515,0.06997111
LINC00687,0.753,0.753,-3.73,0.346416458,0.691068337
IHH,0.753,0.753,-3.648,0.367802362,0.711488111
BTN3A2,0.752,0.752,3.669,2.26003E-05,0.000486498
BEST1,0.752,0.752,1.857,0.000182121,0.0029969
SLC4A4,-0.752,0.752,-1.271,0.034372325,0.181675278
BHMT,0.752,0.752,-2.733,0.10343228,0.366233361
RAB39B,-0.752,0.752,-2.674,0.149334374,0.448676439
HAAO,0.751,0.751,-1.165,0.008102659,0.065241233
FAM209B,0.751,0.751,-2.782,0.024088284,0.1418545
LOC102724927,0.751,0.751,-3.257,0.108463804,0.376749158
LINC01169,0.751,0.751,-3.249,0.18592557,0.506340933
RAD54B,0.751,0.751,-1.458,0.254994829,0.598047943
FMO1,0.751,0.751,-3.552,0.366472019,0.710323743
C10orf105,0.751,0.751,-3.667,0.38764589,0.727147293
MIR4742,-0.751,0.751,-3.699,0.585010909,0.861176684
FAM83E,0.75,0.75,0.048,0.002794604,0.028675352
BAALC,0.75,0.75,-1.903,0.026386109,0.150811232
GTF2IRD1P1,0.75,0.75,-2.012,0.039347494,0.198618071
PCDH11X,0.75,0.75,-2.409,0.109958915,0.379601756
C5orf60,0.75,0.75,-2.786,0.112646413,0.384413214
LINC02170,0.75,0.75,-2.244,0.125769053,0.409451385
