GENE_SYMBOL,adj.P.Val,P.Value,t,B,logFC,abs_logFC
LOC100131101,0.428196999,0.312349052,1.057626244,-6.504940354,0.08734754,0.08734754
ZNF529,0.42408302,0.308627359,1.066186504,-6.49601219,0.087304483,0.087304483
HOXA5,0.399240419,0.285849326,-1.120353047,-6.43816954,-0.087303642,0.087303642
C9,0.491793643,0.375225565,0.923204861,-6.637233243,0.087299856,0.087299856
MICAL1,0.607300787,0.495937693,0.703618264,-6.819390268,0.087276932,0.087276932
LIM2,0.218755052,0.134129852,1.613999893,-5.815320808,0.087264216,0.087264216
CDKN3,0.633349234,0.525017023,-0.655938275,-6.853040885,-0.087227155,0.087227155
UBB,0.230905618,0.143572162,-1.57194884,-5.87434752,-0.087204476,0.087204476
PTPRVP,0.121388868,0.065459002,-2.040122471,-5.168563081,-0.087180628,0.087180628
PRSS50,0.305083794,0.202983931,1.35160144,-6.166520064,0.087167337,0.087167337
BLID,0.360031835,0.250160377,1.212345752,-6.334756158,0.087159999,0.087159999
HECW1,0.1870764,0.110627621,-1.731271272,-5.645723544,-0.087138603,0.087138603
ZDBF2,0.533507761,0.417354491,-0.841864513,-6.709784987,-0.087082709,0.087082709
C1orf21,0.327541434,0.221724701,1.293419297,-6.238459567,0.087081852,0.087081852
LOC144571,0.324125973,0.218711663,-1.302494527,-6.227391128,-0.087069514,0.087069514
AR,0.689268505,0.589777291,0.554928961,-6.917046726,0.087056508,0.087056508
GLTPD2,0.267983633,0.172347548,1.457132297,-6.030327995,0.087052646,0.087052646
MCM9,0.327397733,0.221564703,1.293898673,-6.237876335,0.087052581,0.087052581
PTPRR,0.631752004,0.523328425,0.658663644,-6.851176136,0.086992644,0.086992644
ACBD4,0.235038567,0.146626124,-1.558864615,-5.892511711,-0.086962338,0.086962338
EVI2A,0.438416708,0.322171365,-1.03539454,-6.52785158,-0.086946752,0.086946752
NR3C2,0.231266664,0.143854683,1.570728306,-5.876046032,0.08694608,0.08694608
FAM95B1,0.331533923,0.225164882,-1.283179488,-6.250879552,-0.086943042,0.086943042
ZKSCAN1,0.479638448,0.362878335,-0.948242055,-6.61374242,-0.086896541,0.086896541
SEMA6D,0.482637468,0.366005148,0.941845284,-6.619795161,0.086891709,0.086891709
DMBX1,0.461677942,0.344591102,0.986465903,-6.576851719,0.086891053,0.086891053
GRIA3,0.360764344,0.250939842,1.210229626,-6.337206137,0.086868763,0.086868763
SNPH,0.303249174,0.201337765,1.356920886,-6.159828551,0.086843844,0.086843844
LOC339874,0.631979326,0.523572289,0.658269736,-6.851446099,0.086840634,0.086840634
NLK,0.377994779,0.266447165,-1.169171448,-6.384085494,-0.086835768,0.086835768
TMEM156,0.604525973,0.492806294,-0.708851687,-6.815564835,-0.086831719,0.086831719
DHX33,0.464374757,0.347229907,0.98086145,-6.582337648,0.086827157,0.086827157
ANKRD31,0.274692135,0.17764396,-1.437814916,-6.055789218,-0.086816208,0.086816208
LRRC38,0.174556689,0.101582203,1.782437351,-5.569566325,0.086756719,0.086756719
LOC100132368,0.288652531,0.189190368,1.397333476,-6.108382093,0.086745944,0.086745944
TMCC3,0.496741429,0.380558053,0.91257117,-6.647046982,0.086738332,0.086738332
CCDC102A,0.26419299,0.169344556,1.468310136,-6.015489455,0.086718125,0.086718125
CSF2RA,0.361540834,0.251638861,-1.20833633,-6.339395342,-0.086705436,0.086705436
TPST2,0.2804715,0.182351266,-1.421051077,-6.077695088,-0.086670282,0.086670282
SERPINA12,0.230905618,0.143575972,1.571932364,-5.874370455,0.086622984,0.086622984
LOC100128830,0.383197647,0.271271191,1.15678206,-6.397983397,0.086612069,0.086612069
AFF3,0.472330933,0.355379651,0.96374448,-6.598929364,0.086586174,0.086586174
38960,0.240691527,0.151057261,1.540294979,-5.918123055,0.08658255,0.08658255
FUZ,0.383187091,0.271220838,-1.156910489,-6.397839927,-0.086521381,0.086521381
LOC389791,0.518918063,0.402732846,0.869429611,-6.685851193,0.086518382,0.086518382
PITPNM1,0.448520502,0.331749931,-1.014193849,-6.549325552,-0.086510678,0.086510678
UNC13C,0.147370116,0.082850618,-1.903076817,-5.385251823,-0.086507084,0.086507084
SLK,0.386686454,0.274477471,-1.148642139,-6.407051038,-0.086487032,0.086487032
FBXL22,0.630988509,0.522474513,-0.660043797,-6.850229081,-0.086463283,0.086463283
PDP2,0.35529943,0.245784186,1.224324706,-6.320825531,0.086447064,0.086447064
LOC100130589,0.230298216,0.143076824,1.57409384,-5.871360473,0.086403199,0.086403199
KCNJ10,0.200735047,0.120710424,1.678484291,-5.722944133,0.08638195,0.08638195
LOC100128035,0.145185774,0.081367337,-1.913669189,-5.368768514,-0.086380207,0.086380207
RALGPS1,0.304950779,0.202832881,-1.352088053,-6.165908721,-0.086358881,0.086358881
PRSS30P,0.316796292,0.212549732,-1.321377003,-6.204179373,-0.086354739,0.086354739
TBXAS1,0.487596473,0.37106596,0.931573601,-6.629441207,0.0862971,0.0862971
C20orf94,0.368379176,0.257603875,1.19234717,-6.35777805,0.086280343,0.086280343
NAPB,0.351762337,0.242647674,1.233015275,-6.31065362,0.086275912,0.086275912
EIF2S1,0.287673423,0.188336342,1.400255463,-6.104621,0.08623297,0.08623297
ADAM6,0.153154702,0.086914968,1.87492175,-5.42883701,0.086201298,0.086201298
SNIP1,0.319342961,0.214642038,-1.314915697,-6.212149642,-0.086199087,0.086199087
NUP50,0.243997603,0.153561125,1.530009689,-5.932222803,0.086196588,0.086196588
CLDN9,0.488879611,0.372500851,0.928679302,-6.632142872,0.086159535,0.086159535
NKD1,0.293374633,0.19301845,1.384370115,-6.125001391,0.086128023,0.086128023
PARP2,0.258076038,0.164516195,1.486641932,-5.990988518,0.086121734,0.086121734
CKMT2,0.174805825,0.101773286,-1.781314702,-5.571250693,-0.086098851,0.086098851
RBP4,0.284444758,0.185717997,1.409283738,-6.092965325,0.086068111,0.086068111
ITGA8,0.215708771,0.131863814,1.624476986,-5.800462873,0.086030265,0.086030265
FLJ44087,0.161395304,0.092475863,1.838293739,-5.485029273,0.086029532,0.086029532
OR10G2,0.371470546,0.260542063,1.184578602,-6.366641123,0.086026977,0.086026977
SLC30A6,0.321229795,0.216362062,1.309642594,-6.218633012,0.086005133,0.086005133
RPS28,0.144785469,0.081087839,-1.91568503,-5.365626319,-0.086000318,0.086000318
LOC389634,0.604672468,0.49303516,0.708468506,-6.815845805,0.085993131,0.085993131
C16orf62,0.389501072,0.277011765,-1.142260316,-6.414124863,-0.085982974,0.085982974
PCDHA3,0.150069902,0.08466298,-1.890368761,-5.404965817,-0.085982885,0.085982885
INPP5J,0.378708445,0.267127778,1.167412891,-6.386065236,0.0859738,0.0859738
SART1,0.245752491,0.154939215,1.524410503,-5.939872589,0.085970496,0.085970496
GPRC5A,0.549602472,0.434035697,-0.811195705,-6.735613464,-0.0859458,0.0859458
CTNNA1,0.213550234,0.130212642,1.632211509,-5.789456194,0.085938982,0.085938982
LOC100128699,0.349633975,0.240708853,-1.238432307,-6.30428555,-0.085934978,0.085934978
FLJ30679,0.295508819,0.194872856,1.378167457,-6.132914588,0.085919057,0.085919057
NAT2,0.716500408,0.622570653,0.50604149,-6.944395716,0.085884594,0.085884594
LECT1,0.167444369,0.096614032,1.812319,-5.524518253,0.085834698,0.085834698
PHF8,0.364724661,0.254447952,-1.200769671,-6.348118267,-0.085821296,0.085821296
SERINC1,0.205556363,0.124284291,-1.660714271,-5.748619599,-0.085814924,0.085814924
AGXT2L1,0.488813032,0.372387893,0.928906862,-6.631930718,0.085814795,0.085814795
NOD2,0.575871554,0.461041481,0.763140739,-6.774362963,0.085806545,0.085806545
HVCN1,0.243956919,0.153514075,-1.53020162,-5.931960256,-0.085792675,0.085792675
RNF8,0.213049151,0.12985092,-1.633917443,-5.787024222,-0.085785708,0.085785708
PLAC1L,0.467110837,0.349995276,0.975021168,-6.588026415,0.085772561,0.085772561
KRT27,0.437214228,0.32090154,1.038239987,-6.524941512,0.085750623,0.085750623
PLCH1,0.644095145,0.537478874,-0.635980235,-6.866477889,-0.085731412,0.085731412
PIH1D1,0.301426911,0.199852935,-1.361750004,-6.153737523,-0.085728722,0.085728722
SEL1L,0.342965961,0.235102578,-1.254295417,-6.285515953,-0.085638272,0.085638272
SGK3,0.234081239,0.145920951,-1.56186462,-5.888355545,-0.085598346,0.085598346
PLEKHG6,0.483433769,0.366736509,-0.940354683,-6.621200575,-0.085576255,0.085576255
MTF2,0.343597069,0.235696293,-1.252601189,-6.287529206,-0.085562436,0.085562436
CACNA2D2,0.448801932,0.332021637,-1.01359909,-6.54992266,-0.08551438,0.08551438
IFRD1,0.413977776,0.299502192,-1.087509288,-6.473518599,-0.085495572,0.085495572
CERS3,0.703980453,0.60721331,-0.52876844,-6.931979818,-0.085482727,0.085482727
HAL,0.239060319,0.149816364,-1.545447088,-5.911037135,-0.085481031,0.085481031
KC6,0.301498439,0.199918193,-1.36153714,-6.154006338,-0.085463965,0.085463965
ZNF324,0.183017104,0.107669423,-1.747576264,-5.621591489,-0.085460241,0.085460241
NTN4,0.446586998,0.329859597,1.018341703,-6.545153221,0.085452098,0.085452098
ZNF292,0.298920788,0.197709732,-1.368773146,-6.144851547,-0.085425254,0.085425254
FABP1,0.341876442,0.234105271,-1.257149109,-6.282120277,-0.085424164,0.085424164
LOC652276,0.399240419,0.285856935,1.120334412,-6.438189836,0.085395343,0.085395343
LEPROTL1,0.205599597,0.124316456,-1.66055641,-5.748846951,-0.085391988,0.085391988
LRRC66,0.553626514,0.438154497,-0.803743479,-6.74176103,-0.085377128,0.085377128
ANKRD9,0.336516585,0.229320764,1.270977394,-6.265583667,0.08537529,0.08537529
ATP2C2,0.553119488,0.437574939,-0.804789301,-6.740901347,-0.085374484,0.085374484
OLIG2,0.259355437,0.165518536,1.482798893,-5.99614177,0.085334276,0.085334276
KIAA2013,0.351974487,0.242866212,-1.232406856,-6.311367529,-0.085331574,0.085331574
SCARNA7,0.417158904,0.302414841,-1.080650591,-6.480793334,-0.085328241,0.085328241
LOC202181,0.448847697,0.332073399,-1.013485824,-6.550036341,-0.085314662,0.085314662
SSNA1,0.266936447,0.171517637,-1.460204741,-6.026257009,-0.085314087,0.085314087
C16orf70,0.233457493,0.145477394,1.563758097,-5.88572971,0.085285157,0.085285157
SLED1,0.548540408,0.433004074,0.813069504,-6.734059773,0.085273266,0.085273266
FBXO27,0.453399583,0.336764973,-1.003273086,-6.560242928,-0.085271267,0.085271267
SPTLC3,0.40058293,0.287005984,-1.117524592,-6.441246914,-0.085269381,0.085269381
ZNF606,0.192265606,0.114445557,-1.710796046,-5.67584241,-0.085239999,0.085239999
FAT3,0.198775936,0.119188677,1.686192994,-5.711755249,0.085238663,0.085238663
YPLR6490,0.176625627,0.103091566,1.773621072,-5.582777898,0.085228176,0.085228176
C16orf45,0.248715465,0.157142522,-1.515547089,-5.951944423,-0.085219475,0.085219475
NAALADL1,0.38521621,0.273214682,1.151839165,-6.403495657,0.085191454,0.085191454
TPH2,0.132402716,0.072713444,-1.979274336,-5.265667897,-0.085182194,0.085182194
LOC100130931,0.320156046,0.215420806,1.312523946,-6.215092707,0.085123398,0.085123398
CATSPER2,0.647193593,0.541126439,-0.630188904,-6.870304718,-0.085121086,0.085121086
GDF10,0.209448293,0.127116156,1.646952472,-5.768390221,0.085076812,0.085076812
FAM19A4,0.184102646,0.108496862,1.74297544,-5.628414017,0.085042994,0.085042994
C1orf213,0.536510837,0.42071209,0.835626797,-6.715106848,0.085042073,0.085042073
EIF2C4,0.351762337,0.242642589,1.233029437,-6.310636998,0.085031161,0.085031161
AKAP7,0.205192777,0.124040407,1.661912401,-5.746893619,0.085025946,0.085025946
MYCNOS,0.327718326,0.221875111,1.292968904,-6.239007392,0.085018553,0.085018553
GIMAP4,0.421095408,0.305885521,1.072542775,-6.489344778,0.084984461,0.084984461
MYF5,0.496063668,0.379820776,-0.914035156,-6.645701689,-0.084971507,0.084971507
SHCBP1,0.466441984,0.34926239,-0.976565721,-6.586524717,-0.08496571,0.08496571
HK3,0.200709589,0.120689234,1.678591037,-5.722789404,0.084917792,0.084917792
LOC100287225,0.281735446,0.183428953,1.417264608,-6.08261835,0.08491573,0.08491573
CYP27B1,0.468374834,0.351360041,0.972151141,-6.590811485,0.084910563,0.084910563
SCN3B,0.753762214,0.668108923,-0.440198895,-6.977410912,-0.08490094,0.08490094
DNASE1,0.476447185,0.359509815,-0.955177372,-6.607140719,-0.084888632,0.084888632
MS4A10,0.387682774,0.275454476,1.146176467,-6.409787761,0.084882661,0.084882661
SMAD4,0.293036347,0.19275295,-1.385262231,-6.123861182,-0.084876202,0.084876202
SMS,0.366149928,0.255619364,-1.197633837,-6.351720901,-0.084867168,0.084867168
OR5J2,0.256832603,0.1635655,-1.490305522,-5.986067582,-0.08486128,0.08486128
SLC43A3,0.577882626,0.463447405,-0.758948232,-6.777642807,-0.084850058,0.084850058
PRR13,0.336516585,0.22931317,1.270999528,-6.26555709,0.084834883,0.084834883
MAST3,0.446258525,0.329499291,1.019134286,-6.544354352,0.08483447,0.08483447
PECAM1,0.355797249,0.24620248,1.223172403,-6.322170127,0.084800525,0.084800525
ERBB2IP,0.47000398,0.352988448,-0.96873718,-6.594115358,-0.08479331,0.08479331
PPBPL2,0.304588567,0.202493785,1.353181558,-6.16453435,0.084783832,0.084783832
LPCAT1,0.481773058,0.365081404,0.943731006,-6.618014486,0.08476619,0.08476619
KIF3B,0.252619551,0.160245789,1.503243121,-5.968625213,0.084747934,0.084747934
NLGN1,0.211609433,0.128725403,-1.639252499,-5.779408533,-0.084736537,0.084736537
GOLGA4,0.226401162,0.140065278,1.587276174,-5.852946476,0.084689548,0.084689548
PIP5K1P1,0.217332803,0.133117695,1.61866024,-5.808719162,0.084674252,0.084674252
ATP8B2,0.301426911,0.199853099,-1.361749468,-6.1537382,-0.084673575,0.084673575
C18orf34,0.251667894,0.159430932,-1.506453926,-5.964280922,-0.084635843,0.084635843
MIER3,0.454652445,0.337935181,1.000741995,-6.562759155,0.084590534,0.084590534
MAGEB1,0.166946864,0.096243813,-1.814601161,-5.521060919,-0.084589224,0.084589224
LOC100128607,0.344870625,0.236721493,1.249683733,-6.290991211,0.084575865,0.084575865
LYRM2,0.417734845,0.302930288,-1.079442031,-6.482071337,-0.084563921,0.084563921
LMBR1L,0.467358719,0.350364974,0.974242917,-6.588782313,0.084550667,0.084550667
METTL20,0.402972645,0.289229749,-1.112111148,-6.447119424,-0.084539776,0.084539776
MSH2,0.32349367,0.218189075,-1.304078922,-6.225452901,-0.084501454,0.084501454
RNF169,0.303822989,0.201886891,1.355142441,-6.162067818,0.084479363,0.084479363
PNPLA3,0.566303845,0.451340531,0.78018841,-6.760859024,0.084475014,0.084475014
FLJ44715,0.320640265,0.215852241,-1.311201969,-6.216717724,-0.084466316,0.084466316
LOC643802,0.416806432,0.302098254,1.081393662,-6.480006991,0.084412634,0.084412634
RALGPS2,0.35849251,0.248645287,-1.21647401,-6.329967151,-0.084389096,0.084389096
PHF1,0.262651238,0.168094637,-1.473012449,-6.00922422,-0.084388274,0.084388274
TOR3A,0.500302459,0.383931231,0.905898288,-6.653155301,0.084385723,0.084385723
39691,0.418102578,0.3032375,1.078722456,-6.482831708,0.084376343,0.084376343
SGK2,0.218967702,0.134273071,-1.613342956,-5.816250447,-0.084365811,0.084365811
ZNF620,0.623470288,0.514421905,0.673124582,-6.841162174,0.084338792,0.084338792
PI4KA,0.539823377,0.42419859,0.829184692,-6.720566404,0.08433744,0.08433744
CNNM2,0.30451757,0.202437663,1.353362685,-6.164306624,0.084334148,0.084334148
EIF5A,0.679237271,0.578407547,-0.572206053,-6.906810517,-0.084322476,0.084322476
MSGN1,0.695699924,0.597359712,-0.543504082,-6.923652473,-0.084310504,0.084310504
AGR2,0.22071479,0.135609568,1.607242028,-5.824872668,0.084244162,0.084244162
RPS25,0.216799204,0.132689219,-1.620642494,-5.80590761,-0.084218522,0.084218522
RIC8A,0.432529712,0.316346049,1.048517436,-6.51437592,0.084217176,0.084217176
ELAVL2,0.337453424,0.230129107,1.268624847,-6.268406537,0.084211075,0.084211075
ANK2,0.340950514,0.233287356,1.259496805,-6.279322346,0.084173515,0.084173515
LOC148696,0.63235478,0.523975986,0.657617886,-6.85189251,0.08412412,0.08412412
GLT6D1,0.319786484,0.215042822,1.313683925,-6.213665835,0.084110776,0.084110776
SHOX,0.265172106,0.17009648,1.465495557,-6.019233041,0.084099816,0.084099816
MINK1,0.249067421,0.157445174,-1.514337964,-5.95358764,-0.084092343,0.084092343
ROBO3,0.368606595,0.257831278,-1.191743431,-6.358468459,-0.084077937,0.084077937
ALG11,0.464150838,0.346994472,-0.981360226,-6.581850486,-0.084074976,0.084074976
SULT1C2,0.651553989,0.546127754,0.622284113,-6.875475431,0.084072472,0.084072472
LRRC3,0.275030373,0.177991644,1.436563973,-6.057429983,0.084068455,0.084068455
THAP1,0.387062457,0.274794773,-1.147840616,-6.407941182,-0.084062952,0.084062952
OR5M9,0.248692666,0.157113543,-1.515662968,-5.951786896,-0.084061079,0.084061079
C8orf60,0.684092046,0.583984926,-0.563708589,-6.911882086,-0.084060113,0.084060113
IL3,0.239071189,0.149837186,1.54536033,-5.911156584,0.084028864,0.084028864
FONG,0.357498719,0.247704595,-1.219047244,-6.326975746,-0.084022749,0.084022749
SVOPL,0.406872376,0.292823642,-1.103429302,-6.45648976,-0.084022717,0.084022717
RMI1,0.552014648,0.436442091,0.806836167,-6.739215908,0.08402174,0.08402174
LOC285191,0.230938425,0.143619274,1.571745165,-5.874631016,0.083998565,0.083998565
FBXL19-AS1,0.324615559,0.219099094,-1.301321896,-6.228824517,-0.083968756,0.083968756
ZNF708,0.408055426,0.293997914,-1.100610236,-6.459519697,-0.083951848,0.083951848
RXFP2,0.244765809,0.154180872,1.527486311,-5.935672595,0.08395036,0.08395036
UBC,0.376306122,0.264859878,1.173286353,-6.379443933,0.083946734,0.083946734
TLK1,0.336012748,0.22885565,-1.27233407,-6.263953986,-0.083903849,0.083903849
NF1P2,0.298344251,0.197179787,-1.370519499,-6.142636926,-0.083901882,0.083901882
OR52B4,0.250867611,0.158809742,-1.50891111,-5.960952151,-0.083894388,0.083894388
OR4E2,0.457876017,0.340941594,0.994268509,-6.56917044,0.083889917,0.083889917
RIN3,0.378150554,0.266601293,-1.168772907,-6.384534366,-0.08388372,0.08388372
ZNF729,0.40576324,0.291763828,1.105981011,-6.45374181,0.083878593,0.083878593
IL2,0.152641792,0.086565747,-1.877292924,-5.42517929,-0.083869471,0.083869471
LRRIQ4,0.483732482,0.367048162,0.939720139,-6.621798278,0.083857693,0.083857693
PIK3CG,0.34003779,0.232407813,1.262028809,-6.276300364,0.083840568,0.083840568
FREM2,0.494406715,0.378011283,0.917636654,-6.642384286,0.083828575,0.083828575
CCL25,0.448755718,0.331965115,1.013722784,-6.549798501,0.083798315,0.083798315
CYLC2,0.535818859,0.419947462,0.83704438,-6.713900466,0.083793718,0.083793718
OR2T27,0.515389613,0.39919541,0.876200243,-6.679869345,0.08374288,0.08374288
HSPBAP1,0.262194391,0.167740796,-1.47434905,-6.007440901,-0.083702058,0.083702058
LOC100130453,0.616660994,0.506924357,0.685413007,-6.83249511,0.083613279,0.083613279
ABP1,0.387092582,0.274845148,1.147713433,-6.408082381,0.083612759,0.083612759
PIF1,0.753087797,0.667312538,0.441332157,-6.976880102,0.083606894,0.083606894
LTBP1,0.504054857,0.387518951,0.898845628,-6.659569174,0.083588596,0.083588596
LOC339290,0.34776962,0.239139382,1.242843027,-6.299084825,0.083586661,0.083586661
RRP15,0.358518975,0.248695159,-1.216337802,-6.330125358,-0.083550374,0.083550374
DDI1,0.140643313,0.078322916,-1.935979488,-5.333899927,-0.083504212,0.083504212
PRKAR1B,0.300258076,0.198829745,1.365095086,-6.149509255,0.083503691,0.083503691
CSTB,0.283093732,0.184620215,-1.413100823,-6.08802166,-0.083467156,0.083467156
SKAP2,0.488152225,0.371660541,-0.930373324,-6.630562472,-0.083449436,0.083449436
LSAMP-AS3,0.175056167,0.101990851,-1.780038786,-5.573164297,-0.083433227,0.083433227
RLN3,0.229178249,0.142127389,1.578223415,-5.865602481,0.083430537,0.083430537
OR2D3,0.343040423,0.235183778,1.254063503,-6.285791659,0.083424955,0.083424955
LOC100287792,0.412556752,0.29823234,1.090515367,-6.470318442,0.083399195,0.083399195
RGS1,0.365388616,0.255045044,1.19916985,-6.349957146,0.083397364,0.083397364
MPP5,0.274741823,0.177692195,1.437641247,-6.056017065,0.083368824,0.083368824
SARM1,0.239631193,0.15027945,1.54352008,-5.91368923,0.083358952,0.083358952
RNF128,0.514617494,0.398445162,-0.877641483,-6.678590789,-0.083351815,0.083351815
ZNF705G,0.406308406,0.292286792,1.104720989,-6.455099372,0.083343181,0.083343181
PCNP,0.29524447,0.194663926,-1.378863823,-6.132027437,-0.083332666,0.083332666
SFRP5,0.62568675,0.516793253,0.669260086,-6.843857936,0.08326207,0.08326207
PER3,0.223481735,0.137800749,-1.597352781,-5.838805392,-0.083252094,0.083252094
LOC100127991,0.26077054,0.166623565,1.478585136,-6.001781835,0.083245123,0.083245123
TMEM200A,0.643879605,0.537261278,-0.636326425,-6.8662481,-0.083220422,0.083220422
LOC729159,0.674309444,0.572274869,0.581600306,-6.901120463,0.083218302,0.083218302
